claim_id,employee_id,amount,expense_category,claim_date,submission_date,receipt_attached,policy_id,approval_status,approved_by
EXP-001504,EMP-17118,13.99,Meals,2024-08-24,2024-09-05,True,POL-0007,APPROVED,MGR-6637
EXP-001505,EMP-53964,1530.7,Equipment,2024-06-05,2024-06-14,True,POL-0010,APPROVED,MGR-4806
EXP-001506,EMP-10540,2010.99,Training,2022-04-21,2022-04-24,True,POL-0013,APPROVED,MGR-4674
EXP-001507,EMP-54538,2561.47,Equipment,2022-08-23,2022-08-30,True,POL-0002,APPROVED,MGR-9216
EXP-001508,EMP-72121,7223.73,Marketing,2024-11-24,2024-12-04,False,POL-0011,PENDING,
EXP-001509,EMP-51089,405.32,Office Supplies,2021-03-15,2021-03-28,True,POL-0012,APPROVED,MGR-9261
EXP-001510,EMP-21348,1061.31,Marketing,2024-07-23,2024-08-06,True,POL-0010,APPROVED,MGR-3767
EXP-001511,EMP-51784,16.49,Software,2021-10-14,2021-10-16,True,POL-0016,APPROVED,MGR-3517
EXP-001512,EMP-56446,1219.47,Consulting,2021-10-12,2021-10-17,False,POL-0008,APPROVED,MGR-3953
EXP-001513,EMP-57559,232.54,Software,2023-07-20,2023-07-27,True,POL-0004,APPROVED,MGR-2722
EXP-001514,EMP-12593,1781.47,Marketing,2021-01-15,2021-01-28,True,POL-0009,APPROVED,MGR-6637
EXP-001515,EMP-22620,6864.09,Marketing,2024-03-09,2024-03-11,True,POL-0002,APPROVED,MGR-8005
EXP-001516,EMP-51671,140.67,Entertainment,2023-11-06,2023-11-17,True,POL-0019,PENDING,
EXP-001517,EMP-50300,757.97,Travel,2024-01-08,2024-01-13,True,POL-0004,APPROVED,MGR-8115
EXP-001518,EMP-29450,141.83,Entertainment,2022-12-04,2022-12-09,True,POL-0007,APPROVED,MGR-8005
EXP-001519,EMP-62527,1749.23,Equipment,2024-04-20,2024-04-21,True,POL-0007,APPROVED,MGR-3073
EXP-001520,EMP-36354,1788.72,Training,2023-02-01,2023-02-14,True,POL-0013,APPROVED,MGR-2413
EXP-001521,EMP-15146,51.09,Software,2022-06-17,2022-06-20,True,POL-0012,APPROVED,MGR-3953
EXP-001522,EMP-69993,705.6,Accommodation,2022-03-03,2022-03-14,True,POL-0013,FLAGGED,
EXP-001523,EMP-35820,1480.16,Training,2021-06-07,2021-06-15,False,POL-0004,REJECTED,
EXP-001524,EMP-34557,57.25,Meals,2021-08-07,2021-08-11,True,POL-0017,APPROVED,MGR-9921
EXP-001525,EMP-51845,25.96,Meals,2021-03-21,2021-03-26,True,POL-0010,APPROVED,MGR-7488
EXP-001526,EMP-61101,25.62,Entertainment,2021-10-20,2021-10-22,False,POL-0014,APPROVED,MGR-4911
EXP-001527,EMP-14479,127.71,Software,2022-09-01,2022-09-12,False,POL-0006,APPROVED,MGR-7040
EXP-001528,EMP-20487,117.05,Travel,2022-11-04,2022-11-07,True,POL-0008,APPROVED,MGR-2722
EXP-001529,EMP-3231,621.6,Equipment,2023-03-05,2023-03-05,False,POL-0017,PENDING,
EXP-001530,EMP-24389,806.3,Training,2023-04-15,2023-04-18,True,POL-0017,APPROVED,MGR-7040
EXP-001531,EMP-1958,6626.55,Consulting,2023-10-02,2023-10-05,True,POL-0020,APPROVED,MGR-1899
EXP-001532,EMP-RM685,677.14,Software,2021-05-31,2021-06-14,True,POL-0007,APPROVED,MGR-7488
EXP-001533,EMP-29556,272.81,Software,2023-10-04,2023-10-06,False,POL-0014,REJECTED,
EXP-001534,EMP-4524,432.41,Software,2023-03-22,2023-03-28,True,POL-0013,PENDING,
EXP-001535,EMP-58941,46.92,Meals,2024-02-25,2024-03-08,True,POL-0003,APPROVED,MGR-3073
EXP-001536,EMP-36888,868.43,Travel,2024-10-22,2024-10-23,True,POL-0013,APPROVED,MGR-3517
EXP-001537,EMP-69318,39.8,Entertainment,2022-05-04,2022-05-08,True,POL-0019,APPROVED,MGR-2279
EXP-001538,EMP-30066,1230.42,Training,2021-11-14,2021-11-23,True,POL-0015,APPROVED,MGR-9921
EXP-001539,EMP-4827,2075.35,Travel,2022-08-30,2022-09-04,True,POL-0019,APPROVED,MGR-3835
EXP-001540,EMP-66972,269.75,Training,2021-01-20,2021-01-28,True,POL-0005,APPROVED,MGR-9004
EXP-001541,EMP-40649,54.77,Meals,2022-01-09,2022-01-19,True,POL-0017,APPROVED,MGR-5683
EXP-001542,EMP-RM166,50.55,Marketing,2024-12-27,2025-01-06,True,POL-0005,APPROVED,MGR-2060
EXP-001543,EMP-36253,103.57,Software,2024-04-23,2024-04-30,True,POL-0014,APPROVED,MGR-3767
EXP-001544,EMP-38215,620.05,Equipment,2022-06-25,2022-06-25,True,POL-0017,APPROVED,MGR-2060
EXP-001545,EMP-RM1195,2610.63,Marketing,2021-01-16,2021-01-17,True,POL-0011,APPROVED,MGR-8005
EXP-001546,EMP-11239,64.43,Travel,2022-11-18,2022-11-21,True,POL-0017,APPROVED,MGR-3517
EXP-001547,EMP-34404,9136.97,Marketing,2024-06-13,2024-06-18,True,POL-0008,APPROVED,MGR-3835
EXP-001548,EMP-18383,134.85,Entertainment,2023-02-08,2023-02-20,True,POL-0004,APPROVED,MGR-6637
EXP-001549,EMP-63717,10204.16,Consulting,2023-06-15,2023-06-29,True,POL-0018,APPROVED,MGR-7414
EXP-001550,EMP-13552,2498.68,Equipment,2022-12-29,2023-01-08,True,POL-0004,APPROVED,MGR-3835
EXP-001551,EMP-14977,1886.43,Equipment,2023-03-10,2023-03-23,True,POL-0004,APPROVED,MGR-2722
EXP-001552,EMP-18343,16.2,Meals,2021-05-20,2021-06-02,True,POL-0012,APPROVED,MGR-1899
EXP-001553,EMP-36619,2413.79,Equipment,2022-07-04,2022-07-07,True,POL-0004,APPROVED,MGR-6032
EXP-001554,EMP-63776,5877.85,Marketing,2021-10-12,2021-10-14,True,POL-0017,APPROVED,MGR-5683
EXP-001555,EMP-19005,282.36,Office Supplies,2022-12-25,2022-12-29,True,POL-0010,APPROVED,MGR-3796
EXP-001556,EMP-70565,72.03,Accommodation,2023-09-30,2023-10-03,True,POL-0019,APPROVED,EMP-70565
EXP-001557,EMP-624,65.46,Meals,2021-05-02,2021-05-03,True,POL-0019,APPROVED,MGR-3953
EXP-001558,EMP-25856,5023.46,Marketing,2022-05-08,2022-05-14,True,POL-0011,PENDING,
EXP-001559,EMP-35882,366.32,Training,2022-11-12,2022-11-19,True,POL-0003,PENDING,
EXP-001560,EMP-51059,823.85,Software,2021-12-06,2021-12-06,True,POL-0004,APPROVED,MGR-8005
EXP-001561,EMP-12160,4819.96,Consulting,2024-08-12,2024-08-22,True,POL-0001,APPROVED,MGR-3953
EXP-001562,EMP-34693,5479.12,Marketing,2022-10-06,2022-10-17,True,POL-0007,APPROVED,MGR-4619
EXP-001563,EMP-9350,8953.39,Marketing,2021-09-30,2021-10-14,True,POL-0009,APPROVED,MGR-9004
EXP-001564,EMP-69366,368.21,Training,2024-02-11,2024-02-22,True,POL-0017,APPROVED,MGR-7488
EXP-001565,EMP-RM836,45777.23,Consulting,2022-07-11,2022-07-15,True,POL-0018,FLAGGED,
EXP-001566,EMP-32154,3945.13,Training,2023-05-31,2023-06-08,False,POL-0006,PENDING,
EXP-001567,EMP-17344,162.15,Accommodation,2021-12-22,2021-12-27,True,POL-0011,APPROVED,MGR-2668
EXP-001568,EMP-17600,11973.54,Consulting,2024-09-15,2024-09-17,True,POL-0006,APPROVED,MGR-2413
EXP-001569,EMP-RM014,68.41,Entertainment,2023-08-04,2023-08-08,True,POL-0004,APPROVED,MGR-3835
EXP-001570,EMP-36345,317.34,Travel,2024-06-27,2024-07-10,True,POL-0016,APPROVED,MGR-8115
EXP-001571,EMP-44577,145.85,Entertainment,2021-03-19,2021-03-23,True,POL-0011,APPROVED,MGR-9004
EXP-001572,EMP-29974,23.23,Meals,2023-07-21,2023-07-23,False,POL-0001,PENDING,
EXP-001573,EMP-64267,4602.25,Consulting,2021-07-10,2021-07-21,True,POL-0003,APPROVED,MGR-9261
EXP-001574,EMP-59888,56.73,Meals,2024-08-01,2024-08-04,True,POL-0005,APPROVED,MGR-6345
EXP-001575,EMP-68662,51.78,Meals,2023-07-18,2023-07-21,True,POL-0004,APPROVED,MGR-8247
EXP-001576,EMP-38082,7355.56,Consulting,2022-07-25,2022-07-31,False,POL-0003,APPROVED,MGR-4806
EXP-001577,EMP-45339,87.38,Accommodation,2023-11-14,2023-11-23,True,POL-0008,APPROVED,MGR-3910
EXP-001578,EMP-RM846,1148.61,Travel,2024-08-12,2024-08-17,True,POL-0013,APPROVED,MGR-6637
EXP-001579,EMP-13198,786.0,Travel,2022-05-10,2022-05-16,True,POL-0018,APPROVED,MGR-3024
EXP-001580,EMP-24858,118.74,Entertainment,2023-05-25,2023-06-01,False,POL-0013,APPROVED,MGR-1877
EXP-001581,EMP-64618,696.34,Software,2021-03-12,2021-03-22,True,POL-0003,APPROVED,MGR-7488
EXP-001582,EMP-23198,29.13,Entertainment,2023-11-09,2023-11-10,False,POL-0004,PENDING,
EXP-001583,EMP-68420,77.54,Office Supplies,2021-12-31,2022-01-10,True,POL-0020,APPROVED,MGR-3517
EXP-001584,EMP-18105,388.83,Office Supplies,2023-11-15,2023-11-23,True,POL-0001,APPROVED,MGR-6637
EXP-001585,EMP-51389,95.19,Equipment,2021-12-26,2021-12-26,True,POL-0009,APPROVED,MGR-2413
EXP-001586,EMP-52268,361.57,Office Supplies,2022-09-22,2022-10-05,True,POL-0016,APPROVED,MGR-4806
EXP-001587,EMP-37244,10.87,Meals,2021-06-25,2021-06-29,True,POL-0020,APPROVED,MGR-4911
EXP-001588,EMP-69076,919.63,Software,2021-04-05,2021-04-10,True,POL-0018,APPROVED,MGR-8161
EXP-001589,EMP-51393,73.78,Entertainment,2023-03-27,2023-03-29,True,POL-0014,APPROVED,MGR-1877
EXP-001590,EMP-19002,10321.46,Training,2022-08-29,2022-09-02,True,POL-0016,APPROVED,MGR-3496
EXP-001591,EMP-2797,3642.25,Training,2023-04-18,2023-04-30,True,POL-0010,APPROVED,MGR-6467
EXP-001592,EMP-34323,84.29,Entertainment,2023-01-01,2023-01-05,True,POL-0008,APPROVED,MGR-9921
EXP-001593,EMP-60574,110.2,Software,2023-05-16,2023-05-23,True,POL-0005,APPROVED,MGR-4911
EXP-001594,EMP-51807,947.06,Travel,2023-08-04,2023-08-12,True,POL-0014,APPROVED,MGR-5188
EXP-001595,EMP-37094,35.8,Meals,2024-12-24,2025-01-05,True,POL-0019,APPROVED,MGR-5188
EXP-001596,EMP-52847,892.65,Software,2024-06-04,2024-06-15,True,POL-0013,APPROVED,MGR-1877
EXP-001597,EMP-20195,10302.14,Consulting,2023-04-01,2023-04-07,True,POL-0008,APPROVED,MGR-1012
EXP-001598,EMP-44018,583.29,Travel,2024-07-12,2024-07-16,False,POL-0017,PENDING,
EXP-001599,EMP-25559,181.22,Accommodation,2021-01-07,2021-01-20,True,POL-0014,APPROVED,MGR-4674
EXP-001600,EMP-24736,5633.77,Marketing,2024-03-07,2024-03-18,False,POL-0009,PENDING,
EXP-001601,EMP-30183,315.58,Training,2023-12-07,2023-12-16,True,POL-0012,APPROVED,MGR-3024
EXP-001602,EMP-30288,14.62,Accommodation,2024-04-30,2024-05-05,True,POL-0011,APPROVED,MGR-1877
EXP-001603,EMP-58293,17.94,Software,2021-08-30,2021-09-07,True,POL-0009,APPROVED,MGR-5188
EXP-001604,EMP-71945,578.08,Equipment,2023-04-21,2023-05-02,True,POL-0018,APPROVED,MGR-4730
EXP-001605,EMP-64113,96.64,Entertainment,2021-03-03,2021-03-06,True,POL-0017,APPROVED,MGR-3910
EXP-001606,EMP-33477,2253.99,Travel,2022-09-15,2022-09-28,True,POL-0019,APPROVED,MGR-4730
EXP-001607,EMP-67739,8968.49,Marketing,2022-08-13,2022-08-27,True,POL-0019,APPROVED,MGR-4619
EXP-001608,EMP-63454,7487.92,Consulting,2022-10-16,2022-10-26,False,POL-0009,PENDING,
EXP-001609,EMP-16001,12554.01,Consulting,2021-05-19,2021-05-29,True,POL-0004,APPROVED,MGR-7414
EXP-001610,EMP-62716,156.51,Entertainment,2023-08-29,2023-08-31,True,POL-0002,APPROVED,MGR-2060
EXP-001611,EMP-2938,2571.78,Training,2022-02-04,2022-02-09,True,POL-0019,APPROVED,MGR-7040
EXP-001612,EMP-27623,8370.82,Consulting,2022-11-22,2022-12-05,True,POL-0020,APPROVED,MGR-1012
EXP-001613,EMP-67296,5849.31,Marketing,2023-04-21,2023-05-01,True,POL-0018,APPROVED,MGR-5449
EXP-001614,EMP-72060,64.98,Entertainment,2021-07-16,2021-07-27,True,POL-0001,APPROVED,MGR-7273
EXP-001615,EMP-54628,987.85,Travel,2023-01-23,2023-01-28,True,POL-0011,APPROVED,MGR-1899
EXP-001616,EMP-RM939,4952.76,Marketing,2023-09-10,2023-09-18,True,POL-0006,APPROVED,MGR-9536
EXP-001617,EMP-4017,254.59,Office Supplies,2023-05-12,2023-05-20,True,POL-0019,APPROVED,MGR-7040
EXP-001618,EMP-RM1242,58.93,Meals,2022-08-23,2022-08-25,True,POL-0009,APPROVED,MGR-6032
EXP-001619,EMP-61650,199.91,Office Supplies,2022-09-08,2022-09-20,True,POL-0016,APPROVED,MGR-2668
EXP-001620,EMP-14937,3560.61,Consulting,2023-11-22,2023-12-04,True,POL-0015,APPROVED,MGR-3953
EXP-001621,EMP-64880,1253.62,Consulting,2023-01-03,2023-01-03,True,POL-0010,PENDING,
EXP-001622,EMP-31932,9617.86,Consulting,2024-11-10,2024-11-10,True,POL-0008,PENDING,
EXP-001623,EMP-38904,1308.1,Consulting,2022-11-09,2022-11-16,False,POL-0003,PENDING,
EXP-001624,EMP-43457,3368.58,Training,2022-03-01,2022-03-09,True,POL-0008,APPROVED,MGR-3073
EXP-001625,EMP-40058,19.99,Accommodation,2023-06-02,2023-06-15,True,POL-0013,APPROVED,MGR-3767
EXP-001626,EMP-8074,617.29,Software,2021-01-16,2021-01-22,True,POL-0010,APPROVED,MGR-6345
EXP-001627,EMP-13432,57.12,Meals,2022-12-17,2022-12-21,True,POL-0018,APPROVED,MGR-4619
EXP-001628,EMP-48046,899.0,Equipment,2024-11-10,2024-11-14,True,POL-0005,APPROVED,MGR-5683
EXP-001629,EMP-23636,65.89,Meals,2024-04-21,2024-04-23,True,POL-0005,APPROVED,MGR-4730
EXP-001630,EMP-70980,4132.09,Training,2022-05-07,2022-05-16,True,POL-0012,APPROVED,MGR-4711
EXP-001631,EMP-4776,817.39,Training,2022-01-31,2022-02-06,True,POL-0010,PENDING,
EXP-001632,EMP-3763,372.56,Office Supplies,2021-05-11,2021-05-21,True,POL-0013,APPROVED,MGR-6032
EXP-001633,EMP-3540,445.92,Office Supplies,2022-09-06,2022-09-06,True,POL-0005,PENDING,
EXP-001634,EMP-23059,1467.89,Travel,2021-04-01,2021-04-13,True,POL-0018,APPROVED,MGR-7488
EXP-001635,EMP-22650,574.73,Travel,2021-03-23,2021-03-30,True,POL-0002,APPROVED,MGR-3517
EXP-001636,EMP-RM324,6459.66,Marketing,2021-10-29,2021-11-03,True,POL-0003,APPROVED,MGR-7273
EXP-001637,EMP-21895,2435.03,Equipment,2024-02-22,2024-03-01,True,POL-0017,APPROVED,MGR-8005
EXP-001638,EMP-15489,6486.58,Consulting,2021-06-28,2021-07-05,False,POL-0011,PENDING,
EXP-001639,EMP-7923,229.37,Software,2021-01-10,2021-01-15,False,POL-0007,APPROVED,MGR-6345
EXP-001640,EMP-58530,47.3,Meals,2021-05-14,2021-05-25,True,POL-0017,APPROVED,MGR-7110
EXP-001641,EMP-43751,12855.67,Consulting,2024-09-21,2024-09-27,True,POL-0019,APPROVED,MGR-9216
EXP-001642,EMP-35626,27.39,Consulting,2021-12-08,2021-12-13,False,POL-0012,PENDING,
EXP-001643,EMP-RM822,58.4,Entertainment,2022-05-10,2022-05-13,True,POL-0019,APPROVED,MGR-4505
EXP-001644,EMP-11019,1486.36,Travel,2023-08-20,2023-08-30,True,POL-0013,APPROVED,MGR-6032
EXP-001645,EMP-8742,82.1,Entertainment,2021-07-28,2021-08-06,True,POL-0002,APPROVED,MGR-6467
EXP-001646,EMP-38744,4258.15,Training,2021-08-31,2021-09-02,True,POL-0004,APPROVED,MGR-7040
EXP-001647,EMP-41963,531.7,Marketing,2022-12-22,2023-01-02,True,POL-0014,APPROVED,MGR-9004
EXP-001648,EMP-RM1111,138.26,Accommodation,2021-06-10,2021-06-24,True,POL-0020,PENDING,
EXP-001649,EMP-49479,5901.77,Consulting,2022-05-26,2022-06-02,True,POL-0016,APPROVED,MGR-4505
EXP-001650,EMP-17378,4240.35,Training,2024-03-12,2024-03-26,True,POL-0002,PENDING,
EXP-001651,EMP-24415,2328.67,Equipment,2021-01-21,2021-01-30,True,POL-0009,APPROVED,MGR-5188
EXP-001652,EMP-56724,1183.63,Travel,2021-08-07,2021-08-21,False,POL-0012,REJECTED,
EXP-001653,EMP-59783,1119.19,Travel,2022-02-18,2022-02-26,True,POL-0001,APPROVED,MGR-8247
EXP-001654,EMP-54721,88.31,Accommodation,2022-08-21,2022-08-21,True,POL-0019,APPROVED,MGR-9216
EXP-001655,EMP-29497,125.33,Accommodation,2024-07-31,2024-08-02,True,POL-0007,APPROVED,MGR-2279
EXP-001656,EMP-60610,244.18,Accommodation,2022-09-18,2022-09-28,True,POL-0017,APPROVED,MGR-3767
EXP-001657,EMP-29919,169.99,Office Supplies,2022-12-10,2022-12-12,True,POL-0008,APPROVED,MGR-3496
EXP-001658,EMP-26495,202.42,Accommodation,2024-06-22,2024-06-27,True,POL-0009,APPROVED,MGR-7273
EXP-001659,EMP-34966,777.64,Software,2021-09-03,2021-09-11,True,POL-0006,APPROVED,MGR-3748
EXP-001660,EMP-38095,64.48,Meals,2022-03-20,2022-03-28,True,POL-0002,APPROVED,MGR-8005
EXP-001661,EMP-16180,13788.98,Consulting,2023-01-12,2023-01-17,True,POL-0019,APPROVED,MGR-4711
EXP-001662,EMP-59055,28329.32,Marketing,2023-12-15,2023-12-26,True,POL-0012,FLAGGED,
EXP-001663,EMP-54202,26596.7,Marketing,2022-01-04,2022-01-12,True,POL-0014,APPROVED,MGR-2722
EXP-001664,EMP-41119,6441.28,Marketing,2024-06-08,2024-06-12,True,POL-0002,APPROVED,MGR-9004
EXP-001665,EMP-25909,934.31,Software,2021-05-26,2021-06-02,True,POL-0006,APPROVED,MGR-8648
EXP-001666,EMP-34864,6163.41,Consulting,2024-10-30,2024-10-30,True,POL-0013,APPROVED,MGR-9216
EXP-001667,EMP-50185,65.54,Entertainment,2022-06-08,2022-06-19,True,POL-0003,APPROVED,MGR-7488
EXP-001668,EMP-37754,2195.94,Training,2024-02-25,2024-03-07,True,POL-0005,APPROVED,MGR-1899
EXP-001669,EMP-29784,64.58,Meals,2022-03-31,2022-04-09,True,POL-0009,APPROVED,MGR-8247
EXP-001670,EMP-8021,643.66,Marketing,2024-09-16,2024-09-29,True,POL-0018,APPROVED,EMP-8021
EXP-001671,EMP-71184,480.9,Consulting,2021-08-16,2021-08-24,True,POL-0014,APPROVED,MGR-3953
EXP-001672,EMP-3350,1089.82,Consulting,2022-08-25,2022-09-07,True,POL-0015,APPROVED,MGR-2279
EXP-001673,EMP-RM1217,1489.94,Travel,2022-01-19,2022-01-22,True,POL-0012,APPROVED,MGR-5449
EXP-001674,EMP-33658,2037.5,Travel,2022-08-18,2022-08-23,True,POL-0003,APPROVED,MGR-2060
EXP-001675,EMP-65073,57.91,Entertainment,2021-01-13,2021-01-21,True,POL-0012,APPROVED,MGR-7488
EXP-001676,EMP-52204,183.71,Equipment,2022-04-21,2022-04-21,True,POL-0004,APPROVED,MGR-4911
EXP-001677,EMP-60508,1769.07,Equipment,2024-12-19,2024-12-21,True,POL-0017,APPROVED,MGR-7488
EXP-001678,EMP-69085,371.82,Office Supplies,2024-02-13,2024-02-18,True,POL-0018,APPROVED,MGR-7040
EXP-001679,EMP-RM1403,30.14,Meals,2024-08-14,2024-08-27,True,POL-0014,APPROVED,EMP-RM1403
EXP-001680,EMP-33506,269.99,Accommodation,2023-11-22,2023-12-06,False,POL-0008,APPROVED,MGR-8115
EXP-001681,EMP-26258,6318.16,Consulting,2024-11-11,2024-11-11,False,POL-0004,APPROVED,MGR-9921
EXP-001682,EMP-32530,173.37,Travel,2023-02-03,2023-02-07,True,POL-0005,APPROVED,MGR-3517
EXP-001683,EMP-25462,6876.42,Marketing,2021-07-11,2021-07-19,True,POL-0018,APPROVED,MGR-2722
EXP-001684,EMP-6318,114.95,Accommodation,2022-10-16,2022-10-18,True,POL-0016,APPROVED,MGR-2496
EXP-001685,EMP-74319,294.15,Software,2024-10-17,2024-10-25,True,POL-0018,APPROVED,MGR-8005
EXP-001686,EMP-40465,421.02,Software,2024-04-29,2024-04-29,True,POL-0019,APPROVED,MGR-8648
EXP-001687,EMP-19431,4238.57,Training,2024-01-07,2024-01-15,True,POL-0015,APPROVED,MGR-3835
EXP-001688,EMP-61184,51.17,Meals,2021-01-20,2021-01-21,False,POL-0008,REJECTED,
EXP-001689,EMP-40904,2638.58,Training,2021-10-15,2021-10-27,True,POL-0004,APPROVED,MGR-3748
EXP-001690,EMP-72819,112.16,Office Supplies,2022-12-21,2023-01-03,True,POL-0004,APPROVED,MGR-4619
EXP-001691,EMP-24039,7707.16,Marketing,2022-04-21,2022-04-22,True,POL-0009,APPROVED,MGR-3835
EXP-001692,EMP-6497,173.73,Entertainment,2022-10-20,2022-11-02,False,POL-0017,APPROVED,MGR-8247
EXP-001693,EMP-22404,495.62,Equipment,2023-12-05,2023-12-05,True,POL-0020,APPROVED,MGR-1877
EXP-001694,EMP-31272,979.67,Marketing,2023-12-11,2023-12-20,False,POL-0011,REJECTED,
EXP-001695,EMP-6242,393.45,Travel,2022-07-24,2022-08-03,True,POL-0017,APPROVED,MGR-3953
EXP-001696,EMP-35431,45.46,Entertainment,2023-11-04,2023-11-16,True,POL-0010,APPROVED,MGR-2496
EXP-001697,EMP-4120,3924.71,Training,2022-09-26,2022-09-26,True,POL-0016,APPROVED,MGR-8005
EXP-001698,EMP-65737,31.63,Accommodation,2024-12-21,2024-12-27,True,POL-0007,APPROVED,MGR-3748
EXP-001699,EMP-63830,2571.05,Consulting,2023-09-17,2023-09-21,False,POL-0018,REJECTED,
EXP-001700,EMP-70748,896.69,Software,2021-05-25,2021-06-04,True,POL-0015,APPROVED,MGR-5683
EXP-001701,EMP-8451,18.96,Meals,2022-04-28,2022-05-09,True,POL-0012,PENDING,
EXP-001702,EMP-4462,18.01,Meals,2024-05-27,2024-05-27,True,POL-0007,APPROVED,MGR-2060
EXP-001703,EMP-56688,493.57,Software,2022-07-23,2022-08-03,True,POL-0020,APPROVED,MGR-3767
EXP-001704,EMP-RM1244,860.47,Training,2024-01-31,2024-02-13,True,POL-0014,APPROVED,MGR-9536
EXP-001705,EMP-48014,126.39,Accommodation,2021-11-18,2021-11-19,True,POL-0018,APPROVED,MGR-1899
EXP-001706,EMP-35042,257.76,Office Supplies,2024-01-28,2024-01-28,False,POL-0008,PENDING,
EXP-001707,EMP-RM342,51.06,Meals,2023-01-04,2023-01-14,False,POL-0006,APPROVED,MGR-3767
EXP-001708,EMP-62383,1255.1,Equipment,2021-03-12,2021-03-23,True,POL-0013,APPROVED,MGR-5188
EXP-001709,EMP-RM1222,30.38,Meals,2023-11-07,2023-11-16,True,POL-0014,APPROVED,MGR-3024
EXP-001710,EMP-30727,362.1,Software,2024-06-08,2024-06-18,True,POL-0019,APPROVED,MGR-4806
EXP-001711,EMP-41552,205.85,Accommodation,2021-10-03,2021-10-15,True,POL-0020,APPROVED,MGR-3517
EXP-001712,EMP-42493,2273.0,Travel,2021-12-25,2021-12-30,True,POL-0014,APPROVED,MGR-3748
EXP-001713,EMP-3086,12.0,Accommodation,2021-06-15,2021-06-15,True,POL-0019,APPROVED,MGR-8648
EXP-001714,EMP-51333,1519.29,Training,2023-02-12,2023-02-22,True,POL-0008,APPROVED,MGR-5449
EXP-001715,EMP-1685,2080.67,Marketing,2024-12-30,2025-01-04,True,POL-0011,APPROVED,MGR-7273
EXP-001716,EMP-39740,137.96,Entertainment,2022-10-14,2022-10-27,True,POL-0012,APPROVED,MGR-3496
EXP-001717,EMP-76,2200.81,Equipment,2024-10-17,2024-10-30,True,POL-0003,APPROVED,MGR-7414
EXP-001718,EMP-4915,2782.04,Equipment,2021-05-29,2021-06-11,True,POL-0016,APPROVED,MGR-2413
EXP-001719,EMP-47979,4205.81,Marketing,2022-12-31,2023-01-02,True,POL-0020,APPROVED,MGR-5449
EXP-001720,EMP-46985,256.31,Accommodation,2023-09-10,2023-09-17,True,POL-0002,APPROVED,MGR-2413
EXP-001721,EMP-52278,5242.64,Marketing,2024-12-07,2024-12-13,True,POL-0005,APPROVED,MGR-7040
EXP-001722,EMP-21618,42.35,Office Supplies,2022-02-01,2022-02-09,True,POL-0003,APPROVED,MGR-2413
EXP-001723,EMP-50736,131.43,Accommodation,2023-06-22,2023-06-25,True,POL-0012,APPROVED,MGR-6467
EXP-001724,EMP-22904,208.94,Training,2023-01-06,2023-01-20,False,POL-0009,REJECTED,
EXP-001725,EMP-46057,14059.55,Consulting,2021-01-27,2021-02-05,True,POL-0010,APPROVED,MGR-2496
EXP-001726,EMP-29939,31.59,Accommodation,2024-07-24,2024-08-07,True,POL-0003,APPROVED,MGR-2722
EXP-001727,EMP-10013,10715.46,Consulting,2021-02-26,2021-02-27,True,POL-0003,APPROVED,MGR-2668
EXP-001728,EMP-36337,81.9,Accommodation,2022-05-08,2022-05-13,True,POL-0015,APPROVED,MGR-9004
EXP-001729,EMP-3131,126.91,Accommodation,2023-10-16,2023-10-30,True,POL-0001,APPROVED,MGR-7273
EXP-001730,EMP-29352,569.35,Software,2024-01-16,2024-01-22,True,POL-0007,APPROVED,MGR-8161
EXP-001731,EMP-19280,260.88,Accommodation,2021-07-18,2021-07-18,True,POL-0012,APPROVED,MGR-2668
EXP-001732,EMP-15720,2555.59,Training,2022-10-31,2022-11-14,True,POL-0007,PENDING,
EXP-001733,EMP-36888,208.1,Software,2024-07-27,2024-08-05,True,POL-0011,APPROVED,MGR-7209
EXP-001734,EMP-5875,194.31,Software,2024-06-27,2024-07-09,True,POL-0014,APPROVED,MGR-9536
EXP-001735,EMP-73045,2474.66,Consulting,2022-01-07,2022-01-13,True,POL-0010,APPROVED,MGR-6345
EXP-001736,EMP-6235,1588.93,Travel,2021-12-28,2021-12-30,True,POL-0005,APPROVED,MGR-5683
EXP-001737,EMP-3159,229.74,Accommodation,2021-01-18,2021-01-23,True,POL-0002,APPROVED,MGR-8925
EXP-001738,EMP-6134,296.67,Office Supplies,2022-07-08,2022-07-18,True,POL-0015,APPROVED,MGR-6467
EXP-001739,EMP-24235,109.0,Accommodation,2021-03-06,2021-03-20,True,POL-0005,APPROVED,MGR-4911
EXP-001740,EMP-26137,350.98,Software,2022-12-02,2022-12-07,True,POL-0016,APPROVED,MGR-6032
EXP-001741,EMP-32093,630.24,Travel,2022-07-29,2022-08-11,True,POL-0006,APPROVED,MGR-6032
EXP-001742,EMP-RM1276,2753.77,Consulting,2023-02-09,2023-02-12,True,POL-0014,PENDING,
EXP-001743,EMP-43093,413.32,Office Supplies,2024-07-16,2024-07-25,True,POL-0019,APPROVED,MGR-6345
EXP-001744,EMP-13121,408.45,Office Supplies,2024-09-05,2024-09-14,False,POL-0001,APPROVED,MGR-4711
EXP-001745,EMP-20401,729.69,Software,2021-10-19,2021-10-29,True,POL-0011,APPROVED,MGR-6345
EXP-001746,EMP-54981,30.26,Meals,2022-01-03,2022-01-09,True,POL-0017,APPROVED,MGR-7414
