contract_id,vendor_id,contract_value,currency,start_date,end_date,contract_type,status,created_by_employee_id
CON-001412,VND-00467,464004.09,GBP,2023-08-12,2024-12-01,MASTER_SERVICE,EXPIRED,EMP-13174
CON-001413,VND-02547,7860.45,USD,2021-03-16,2021-12-27,SLA,TERMINATED,EMP-43228
CON-001414,VND-02829,10807.92,INR,2021-04-16,2021-12-14,TIME_AND_MATERIAL,ACTIVE,EMP-48622
CON-001415,VND-01919,22751.44,INR,2022-07-19,2024-02-01,FRAMEWORK,EXPIRED,EMP-11957
CON-001416,VND-02001,57863.88,GBP,2023-01-31,2025-09-19,FIXED_PRICE,ACTIVE,MGR-2413
CON-001417,VND-03419,5000.0,EUR,2022-01-24,2024-09-22,RETAINER,EXPIRED,EMP-26575
CON-001418,VND-02065,905097.22,USD,2021-12-15,2024-06-26,TIME_AND_MATERIAL,EXPIRED,EMP-37327
CON-001419,VND-01398,11303.41,USD,2021-04-04,2022-12-04,FRAMEWORK,EXPIRED,EMP-3392
CON-001420,VND-00675,5193.26,EUR,2023-07-08,2026-04-07,RETAINER,ACTIVE,EMP-39569
CON-001421,VND-04825,282556.53,USD,2019-12-19,2022-03-14,SLA,EXPIRED,EMP-74099
CON-001422,VND-01328,1879835.17,INR,2022-06-16,2024-05-04,PURCHASE_ORDER,TERMINATED,EMP-12942
CON-001423,VND-00433,14033.7,USD,2018-09-04,2021-06-19,PURCHASE_ORDER,EXPIRED,EMP-67944
CON-001424,VND-03586,19441.37,AUD,2018-08-30,2020-09-21,MASTER_SERVICE,EXPIRED,EMP-CORP-00432
CON-001425,VND-00673,12005.78,USD,2021-03-04,2022-01-24,PURCHASE_ORDER,EXPIRED,EMP-RM407
CON-001426,VND-01814,620638.06,EUR,2021-10-27,2022-07-04,SLA,EXPIRED,EMP-11451
CON-001427,VND-03073,188751.85,USD,2020-10-11,2022-03-16,RETAINER,EXPIRED,EMP-13468
CON-001428,VND-01072,24572.33,GBP,2022-11-15,2025-06-17,RETAINER,ACTIVE,EMP-15739
CON-001429,VND-01153,629290.34,USD,2022-06-18,2025-03-03,MASTER_SERVICE,EXPIRED,EMP-61729
CON-001430,VND-00565,7591.22,USD,2023-08-03,2025-07-21,TIME_AND_MATERIAL,ACTIVE,EMP-70403
CON-001431,VND-03133,26489.0,USD,2020-02-12,2022-06-15,FRAMEWORK,EXPIRED,EMP-37062
CON-001432,VND-00541,66808.56,USD,2018-12-15,2021-09-13,FIXED_PRICE,EXPIRED,EMP-64394
CON-001433,VND-01896,5948.92,INR,2023-08-29,2026-06-08,MASTER_SERVICE,ACTIVE,EMP-10382
CON-001434,VND-02469,7136.76,SGD,2022-09-15,2025-01-10,PURCHASE_ORDER,EXPIRED,EMP-39694
CON-001435,VND-00131,407326.45,USD,2020-03-26,2020-12-20,RETAINER,TERMINATED,EMP-6372
CON-001436,VND-01298,20426.55,AUD,2018-10-01,2019-05-01,RETAINER,TERMINATED,EMP-45209
CON-001437,VND-03385,11384.42,USD,2023-02-18,2025-10-26,FIXED_PRICE,ACTIVE,EMP-5781
CON-001438,VND-03737,670067.24,USD,2021-06-28,2022-12-25,FIXED_PRICE,EXPIRED,EMP-23959
CON-001439,VND-02050,411048.92,USD,2019-03-30,2021-06-15,TIME_AND_MATERIAL,TERMINATED,EMP-56637
CON-001440,VND-02935,347253.45,USD,2019-03-31,2020-01-15,SLA,EXPIRED,EMP-27577
CON-001441,VND-04704,1595683.14,AUD,2022-03-02,2023-03-27,FRAMEWORK,EXPIRED,EMP-50999
CON-001442,VND-01109,249593.37,GBP,2020-10-18,2021-10-26,PURCHASE_ORDER,TERMINATED,EMP-15877
CON-001443,VND-00573,10467.45,USD,2023-11-01,2025-03-17,FRAMEWORK,EXPIRED,EMP-2394
CON-001444,VND-01174,939431.34,USD,2020-10-22,2021-05-07,FIXED_PRICE,TERMINATED,EMP-62877
CON-001445,VND-03159,5000.0,CAD,2021-02-26,2023-08-29,FIXED_PRICE,EXPIRED,EMP-37881
CON-001446,VND-02433,695681.15,USD,2023-09-08,2025-07-07,FRAMEWORK,ACTIVE,EMP-35298
CON-001447,VND-04608,357761.6,GBP,2020-11-10,2023-03-16,PURCHASE_ORDER,EXPIRED,EMP-74149
CON-001448,VND-02042,460660.42,EUR,2019-12-15,2022-01-30,MASTER_SERVICE,EXPIRED,EMP-17258
CON-001449,VND-01384,11788.44,EUR,2019-11-19,2022-03-30,FRAMEWORK,EXPIRED,EMP-41837
CON-001450,VND-01690,7152.27,EUR,2023-03-08,2025-10-29,FIXED_PRICE,ACTIVE,EMP-71103
CON-001451,VND-02167,12449.65,USD,2018-12-13,2021-02-05,TIME_AND_MATERIAL,TERMINATED,EMP-25300
CON-001452,VND-04943,47888.8,USD,2018-12-05,2020-06-30,FRAMEWORK,EXPIRED,EMP-47706
CON-001453,VND-04784,8506.7,USD,2021-07-08,2024-05-09,FRAMEWORK,EXPIRED,EMP-CORP-00588
CON-001454,VND-03544,252912.45,USD,2021-08-09,2022-07-02,FRAMEWORK,EXPIRED,EMP-56456
CON-001455,VND-00595,203565.77,GBP,2019-11-27,2021-03-31,FRAMEWORK,ACTIVE,EMP-52210
CON-001456,VND-04060,70523.78,EUR,2022-02-05,2023-07-08,TIME_AND_MATERIAL,TERMINATED,EMP-11090
CON-001457,VND-04817,5000.0,SGD,2023-06-23,2025-08-24,FIXED_PRICE,ACTIVE,EMP-6915
CON-001458,VND-02468,2672332.05,GBP,2023-01-24,2023-09-05,FIXED_PRICE,EXPIRED,EMP-44460
CON-001459,VND-04015,6971283.39,USD,2021-11-08,2022-06-21,PURCHASE_ORDER,TERMINATED,EMP-30180
CON-001460,VND-02537,375263.88,EUR,2018-11-11,2020-08-24,RETAINER,EXPIRED,EMP-2790
CON-001461,VND-01977,13083.87,USD,2022-10-01,2023-05-12,FRAMEWORK,EXPIRED,EMP-13054
CON-001462,VND-02442,18187.14,GBP,2023-06-20,2025-08-09,MASTER_SERVICE,ACTIVE,EMP-49599
CON-001463,VND-02198,170812.31,INR,2023-05-26,2024-10-18,FRAMEWORK,EXPIRED,EMP-72633
CON-001464,VND-01468,223825.66,CAD,2023-08-22,2026-02-15,RETAINER,ACTIVE,EMP-RM029
CON-001465,VND-04601,58579.49,GBP,2022-06-25,2024-05-06,SLA,EXPIRED,EMP-18245
CON-001466,VND-00428,83679.15,CAD,2022-05-22,2024-05-04,FIXED_PRICE,EXPIRED,EMP-RM1432
CON-001467,VND-03835,33408.39,GBP,2021-08-24,2023-02-28,MASTER_SERVICE,EXPIRED,EMP-73876
CON-001468,VND-03397,5260006.3,GBP,2021-05-20,2021-12-30,TIME_AND_MATERIAL,EXPIRED,EMP-71259
CON-001469,VND-02056,197071.43,SGD,2018-02-27,2019-08-10,FIXED_PRICE,EXPIRED,EMP-44624
CON-001470,VND-03386,431960.32,USD,2018-10-21,2019-11-29,MASTER_SERVICE,EXPIRED,EMP-24624
CON-001471,VND-01079,56855.62,GBP,2022-03-02,2022-11-13,FRAMEWORK,EXPIRED,EMP-31978
CON-001472,VND-00552,18766.91,EUR,2019-06-11,2020-02-29,TIME_AND_MATERIAL,EXPIRED,EMP-17258
CON-001473,VND-03695,14436.09,EUR,2021-07-01,2023-07-22,SLA,EXPIRED,EMP-5034
CON-001474,VND-03983,260413.32,INR,2021-05-30,2023-05-18,TIME_AND_MATERIAL,EXPIRED,EMP-61296
CON-001475,VND-04969,483517.17,USD,2020-03-22,2020-12-14,FIXED_PRICE,TERMINATED,EMP-35373
CON-001476,VND-01328,19498.94,USD,2018-07-28,2019-10-17,FIXED_PRICE,EXPIRED,EMP-8059
CON-001477,VND-02848,303982.95,USD,2018-11-18,2020-07-22,SLA,EXPIRED,EMP-42265
CON-001478,VND-03955,1239156.94,EUR,2022-07-19,2024-09-06,FRAMEWORK,EXPIRED,EMP-59247
CON-001479,VND-03199,44904.83,GBP,2019-03-19,2021-10-25,PURCHASE_ORDER,EXPIRED,EMP-4553
CON-001480,VND-01997,5000.0,GBP,2018-03-11,2021-01-10,FIXED_PRICE,EXPIRED,EMP-49003
CON-001481,VND-00037,5538.94,GBP,2019-09-07,2020-08-29,FIXED_PRICE,EXPIRED,EMP-10887
CON-001482,VND-03854,10110.02,USD,2021-12-16,2023-10-29,PURCHASE_ORDER,EXPIRED,EMP-22980
CON-001483,VND-04981,14976.6,AUD,2021-06-21,2024-03-16,TIME_AND_MATERIAL,EXPIRED,EMP-6477
CON-001484,VND-00290,61433.94,USD,2019-10-15,2021-08-05,PURCHASE_ORDER,EXPIRED,EMP-30360
CON-001485,VND-04291,414406.85,CAD,2022-12-26,2024-04-30,PURCHASE_ORDER,ACTIVE,EMP-28637
CON-001486,VND-02662,11111.71,EUR,2020-07-28,2023-04-09,PURCHASE_ORDER,EXPIRED,EMP-60258
CON-001487,VND-04218,401766.01,USD,2019-09-12,2020-03-23,RETAINER,TERMINATED,EMP-18831
CON-001488,VND-03517,741266.06,INR,2021-09-11,2023-08-09,SLA,EXPIRED,EMP-74320
CON-001489,VND-00550,239627.11,AUD,2021-10-03,2022-10-22,TIME_AND_MATERIAL,ACTIVE,EMP-2478
CON-001490,VND-00844,39959.72,USD,2019-11-02,2021-09-26,MASTER_SERVICE,EXPIRED,EMP-69687
CON-001491,VND-01713,21547.66,USD,2022-05-22,2024-01-26,RETAINER,EXPIRED,EMP-25955
CON-001492,VND-03934,11716.2,EUR,2023-09-09,2024-05-21,PURCHASE_ORDER,EXPIRED,EMP-71749
CON-001493,VND-04223,145721.1,INR,2021-10-09,2022-04-17,FRAMEWORK,ACTIVE,EMP-19026
CON-001494,VND-00404,9347.15,USD,2019-12-10,2022-04-21,RETAINER,EXPIRED,EMP-28507
CON-001495,VND-04019,52344.45,INR,2020-06-14,2021-11-29,FRAMEWORK,EXPIRED,EMP-39840
CON-001496,VND-01646,61239.47,SGD,2020-10-24,2023-05-19,PURCHASE_ORDER,TERMINATED,EMP-72903
CON-001497,VND-02704,16187.41,AUD,2023-01-24,2025-11-19,FIXED_PRICE,ACTIVE,EMP-31178
CON-001498,VND-02045,371125.43,USD,2022-02-21,2023-10-06,MASTER_SERVICE,EXPIRED,EMP-7146
CON-001499,VND-01031,121728.63,USD,2022-06-19,2023-11-18,RETAINER,TERMINATED,EMP-50750
CON-001500,VND-04439,2443643.56,EUR,2018-10-23,2020-09-14,TIME_AND_MATERIAL,EXPIRED,EMP-63200
CON-001501,VND-01950,68873.88,USD,2023-08-22,2024-08-09,TIME_AND_MATERIAL,TERMINATED,EMP-CORP-00299
CON-001502,VND-00990,11503.76,USD,2023-03-28,2024-12-19,FRAMEWORK,EXPIRED,EMP-48052
CON-001503,VND-03277,840832.87,USD,2018-12-14,2020-08-03,RETAINER,EXPIRED,EMP-8797
CON-001504,VND-04163,3529937.6,EUR,2019-07-03,2021-12-19,PURCHASE_ORDER,EXPIRED,EMP-51619
CON-001505,VND-02686,29014.84,USD,2021-01-06,2023-06-30,RETAINER,EXPIRED,EMP-33838
CON-001506,VND-04610,20243.57,AUD,2020-12-15,2023-01-28,FRAMEWORK,EXPIRED,EMP-RM895
CON-001507,VND-02621,1235261.61,USD,2023-05-22,2026-03-20,FIXED_PRICE,ACTIVE,EMP-71682
CON-001508,VND-01948,33962.3,AUD,2022-11-25,2024-05-09,TIME_AND_MATERIAL,EXPIRED,EMP-19889
CON-001509,VND-04773,96723.73,CAD,2019-01-06,2021-06-18,SLA,EXPIRED,EMP-60377
CON-001510,VND-03634,27875.44,CAD,2020-02-08,2020-12-29,TIME_AND_MATERIAL,EXPIRED,EMP-72919
CON-001511,VND-04843,103764.03,CAD,2020-02-11,2021-09-05,SLA,TERMINATED,EMP-939
CON-001512,VND-02333,164033.52,EUR,2019-09-24,2022-01-03,MASTER_SERVICE,EXPIRED,EMP-26227
CON-001513,VND-02681,5000.0,USD,2020-07-30,2022-03-21,RETAINER,EXPIRED,EMP-8894
CON-001514,VND-03591,484677.88,INR,2018-01-03,2020-05-16,PURCHASE_ORDER,TERMINATED,EMP-53545
CON-001515,VND-01759,10028.25,INR,2019-02-15,2019-10-21,TIME_AND_MATERIAL,EXPIRED,EMP-56464
CON-001516,VND-03498,34683.68,USD,2023-05-07,2025-01-14,FIXED_PRICE,EXPIRED,EMP-37014
CON-001517,VND-03636,8675.31,GBP,2021-04-24,2023-12-22,PURCHASE_ORDER,EXPIRED,EMP-43446
CON-001518,VND-03445,19743.68,USD,2018-01-04,2019-10-17,FIXED_PRICE,EXPIRED,EMP-55949
CON-001519,VND-03323,1213057.64,INR,2021-08-28,2023-07-11,RETAINER,TERMINATED,EMP-16042
CON-001520,VND-03343,8186.2,USD,2023-05-14,2023-12-14,FIXED_PRICE,EXPIRED,EMP-18462
CON-001521,VND-04924,5000.0,CAD,2018-11-07,2020-06-10,PURCHASE_ORDER,EXPIRED,EMP-13694
CON-001522,VND-02800,1034461.06,AUD,2022-10-10,2025-10-09,FRAMEWORK,ACTIVE,EMP-45928
CON-001523,VND-00411,874213.29,USD,2021-12-20,2023-11-29,SLA,EXPIRED,EMP-26895
CON-001524,VND-01318,68459.17,GBP,2020-05-19,2021-02-19,FRAMEWORK,EXPIRED,EMP-7486
CON-001525,VND-03438,1573279.02,SGD,2021-07-19,2022-10-20,PURCHASE_ORDER,EXPIRED,EMP-5654
CON-001526,VND-00268,114257.47,CAD,2021-09-04,2023-08-13,TIME_AND_MATERIAL,EXPIRED,EMP-36647
CON-001527,VND-02408,207363.06,USD,2019-05-16,2022-03-12,FIXED_PRICE,EXPIRED,EMP-68165
CON-001528,VND-00210,1799551.28,EUR,2018-08-16,2021-08-10,MASTER_SERVICE,EXPIRED,EMP-22615
CON-001529,VND-02624,302999.05,USD,2022-05-27,2024-02-17,FRAMEWORK,EXPIRED,EMP-59917
CON-001530,VND-04065,695091.78,INR,2020-09-26,2023-08-06,FRAMEWORK,EXPIRED,EMP-65937
CON-001531,VND-00266,5000.0,EUR,2021-02-05,2021-11-19,TIME_AND_MATERIAL,EXPIRED,EMP-20853
CON-001532,VND-03097,26101.6,USD,2018-10-05,2020-09-20,FIXED_PRICE,EXPIRED,EMP-59166
CON-001533,VND-02407,22410.67,USD,2020-11-02,2023-03-02,PURCHASE_ORDER,EXPIRED,EMP-69381
CON-001534,VND-00849,5000.0,EUR,2018-06-21,2019-07-07,MASTER_SERVICE,EXPIRED,EMP-29524
CON-001535,VND-02407,14534.84,INR,2021-03-03,2021-11-02,PURCHASE_ORDER,EXPIRED,EMP-48376
CON-001536,VND-04831,3536664.28,AUD,2020-07-23,2023-03-08,MASTER_SERVICE,EXPIRED,EMP-44375
CON-001537,VND-03668,5000.0,GBP,2022-09-12,2024-07-02,RETAINER,EXPIRED,EMP-40876
CON-001538,VND-01355,1425447.77,USD,2023-11-15,2025-12-25,SLA,ACTIVE,EMP-51667
CON-001539,VND-02538,68444.5,USD,2020-05-20,2022-06-16,MASTER_SERVICE,ACTIVE,EMP-51444
CON-001540,VND-04373,30990.63,EUR,2021-03-20,2022-07-10,FIXED_PRICE,EXPIRED,EMP-58795
CON-001541,VND-00819,2192146.24,SGD,2020-03-16,2021-11-03,TIME_AND_MATERIAL,EXPIRED,EMP-6327
CON-001542,VND-01676,261175.22,USD,2023-01-08,2025-06-28,RETAINER,ACTIVE,EMP-13807
CON-001543,VND-04177,12745.19,USD,2018-01-19,2019-11-13,PURCHASE_ORDER,TERMINATED,EMP-32533
CON-001544,VND-04514,6980.03,EUR,2019-04-26,2020-06-06,FRAMEWORK,TERMINATED,EMP-21866
CON-001545,VND-04173,532215.55,EUR,2018-08-20,2020-01-31,FIXED_PRICE,EXPIRED,EMP-24219
CON-001546,VND-00586,1084082.84,EUR,2019-07-14,2021-12-31,TIME_AND_MATERIAL,TERMINATED,EMP-27576
CON-001547,VND-04971,2467361.63,GBP,2018-05-17,2021-04-26,PURCHASE_ORDER,TERMINATED,EMP-43950
CON-001548,VND-02619,5000.0,USD,2022-11-29,2024-02-28,SLA,EXPIRED,EMP-49300
CON-001549,VND-00106,262092.53,USD,2022-09-07,2023-03-19,PURCHASE_ORDER,EXPIRED,EMP-3643
CON-001550,VND-04872,81330.72,GBP,2019-11-27,2021-02-21,SLA,EXPIRED,EMP-3785
CON-001551,VND-02652,1993804.47,GBP,2023-03-22,2023-11-22,FRAMEWORK,EXPIRED,EMP-55593
CON-001552,VND-03905,645706.42,GBP,2022-01-28,2022-11-01,FRAMEWORK,EXPIRED,EMP-14677
CON-001553,VND-02920,40501.04,SGD,2019-12-29,2021-06-24,SLA,EXPIRED,EMP-23899
CON-001554,VND-04246,608973.13,EUR,2019-08-22,2022-07-13,TIME_AND_MATERIAL,EXPIRED,EMP-28966
CON-001555,VND-00398,11914.38,USD,2019-04-06,2022-01-15,RETAINER,TERMINATED,EMP-39898
CON-001556,VND-02578,96059.13,USD,2022-11-08,2024-09-05,RETAINER,EXPIRED,EMP-10691
CON-001557,VND-00611,20524.66,INR,2023-02-27,2024-11-06,FRAMEWORK,EXPIRED,EMP-27218
CON-001558,VND-03017,22672.65,INR,2022-08-22,2025-03-27,MASTER_SERVICE,ACTIVE,EMP-51551
CON-001559,VND-04462,8363.98,USD,2023-08-27,2026-03-16,PURCHASE_ORDER,ACTIVE,EMP-62727
CON-001560,VND-02124,381105.79,EUR,2021-08-18,2024-02-03,FIXED_PRICE,EXPIRED,EMP-48247
CON-001561,VND-03509,456654.42,GBP,2020-10-15,2023-01-13,MASTER_SERVICE,EXPIRED,EMP-35470
CON-001562,VND-01661,23096.0,USD,2020-09-14,2023-08-04,RETAINER,EXPIRED,EMP-25840
CON-001563,VND-02463,340048.85,USD,2022-01-12,2022-11-29,TIME_AND_MATERIAL,EXPIRED,EMP-19084
CON-001564,VND-00632,1365184.99,USD,2021-10-13,2024-04-19,FRAMEWORK,EXPIRED,EMP-8750
CON-001565,VND-03297,46131.97,SGD,2018-01-31,2020-11-19,PURCHASE_ORDER,TERMINATED,EMP-10887
CON-001566,VND-01191,86401.19,CAD,2018-12-30,2020-07-18,FIXED_PRICE,EXPIRED,EMP-36553
CON-001567,VND-01317,24473.31,EUR,2023-09-26,2025-12-31,RETAINER,SUSPENDED,EMP-16016
CON-001568,VND-03424,225459.98,USD,2020-01-07,2023-01-04,RETAINER,EXPIRED,EMP-RM812
CON-001569,VND-04559,316105.63,GBP,2021-02-17,2022-12-09,FRAMEWORK,EXPIRED,EMP-58223
CON-001570,VND-04314,1715914.4,USD,2020-02-15,2020-12-16,MASTER_SERVICE,EXPIRED,EMP-14868
CON-001571,VND-00740,414335.9,CAD,2019-12-21,2022-06-06,SLA,EXPIRED,EMP-10469
CON-001572,VND-03210,1800718.6,EUR,2021-11-28,2023-01-28,PURCHASE_ORDER,EXPIRED,EMP-30787
CON-001573,VND-02954,8558.85,USD,2021-10-31,2023-05-10,FRAMEWORK,TERMINATED,EMP-21124
CON-001574,VND-02608,75365.89,CAD,2023-12-11,2026-12-04,TIME_AND_MATERIAL,ACTIVE,EMP-58447
CON-001575,VND-00030,24478.22,EUR,2020-08-09,2022-01-26,MASTER_SERVICE,EXPIRED,EMP-RM1446
CON-001576,VND-01235,279983.66,USD,2023-04-29,2024-05-08,FIXED_PRICE,EXPIRED,EMP-42445
CON-001577,VND-02527,8014.43,EUR,2022-04-07,2023-10-07,FIXED_PRICE,EXPIRED,EMP-16019
CON-001578,VND-03578,5000.0,USD,2019-07-25,2020-04-24,RETAINER,EXPIRED,EMP-46469
CON-001579,VND-04297,7872.43,GBP,2019-12-09,2022-10-24,FIXED_PRICE,TERMINATED,EMP-57226
CON-001580,VND-02394,366884.6,EUR,2020-05-11,2021-09-08,RETAINER,EXPIRED,EMP-2633
CON-001581,VND-01433,12018.81,USD,2018-03-25,2020-05-03,PURCHASE_ORDER,EXPIRED,EMP-47880
CON-001582,VND-04266,35512.28,GBP,2021-03-31,2022-11-05,TIME_AND_MATERIAL,TERMINATED,EMP-30567
CON-001583,VND-01715,16033.34,GBP,2022-06-13,2023-07-05,MASTER_SERVICE,TERMINATED,EMP-43446
CON-001584,VND-00344,15177.22,EUR,2023-04-06,2024-03-12,MASTER_SERVICE,ACTIVE,EMP-74478
CON-001585,VND-00117,5000.0,EUR,2020-04-29,2022-10-13,PURCHASE_ORDER,EXPIRED,EMP-63846
CON-001586,VND-02327,616701.59,USD,2023-08-09,2024-11-19,SLA,EXPIRED,EMP-6640
CON-001587,VND-02082,41095.42,USD,2020-06-30,2023-05-25,SLA,EXPIRED,EMP-50043
CON-001588,VND-00803,781904.54,EUR,2022-08-15,2023-10-09,FIXED_PRICE,EXPIRED,EMP-64859
CON-001589,VND-02246,134228.37,INR,2021-07-27,2022-12-02,FRAMEWORK,EXPIRED,EMP-24210
CON-001590,VND-02714,354998.24,CAD,2022-03-30,2023-02-28,FIXED_PRICE,EXPIRED,EMP-73254
CON-001591,VND-00853,342475.79,GBP,2018-01-08,2019-12-12,RETAINER,EXPIRED,EMP-12799
CON-001592,VND-03397,51617.54,USD,2018-06-29,2021-01-21,RETAINER,EXPIRED,EMP-12385
CON-001593,VND-02427,9806.26,USD,2018-03-14,2020-06-23,FIXED_PRICE,EXPIRED,EMP-5840
CON-001594,VND-04188,26253.73,USD,2019-03-10,2021-12-26,SLA,TERMINATED,EMP-11590
CON-001595,VND-02273,173017.3,USD,2018-04-08,2019-12-05,MASTER_SERVICE,EXPIRED,EMP-8579
CON-001596,VND-02617,4234027.38,USD,2020-06-23,2023-05-07,FIXED_PRICE,TERMINATED,EMP-RM1224
CON-001597,VND-00459,303719.69,EUR,2019-12-29,2022-05-26,SLA,TERMINATED,EMP-67838
CON-001598,VND-01598,466017.42,USD,2020-12-25,2023-07-23,FRAMEWORK,TERMINATED,EMP-19289
CON-001599,VND-00555,21356.09,GBP,2018-03-04,2020-08-03,RETAINER,EXPIRED,EMP-32857
CON-001600,VND-00197,5000.0,CAD,2020-09-25,2023-01-30,PURCHASE_ORDER,ACTIVE,EMP-7847
CON-001601,VND-00250,180002.33,USD,2022-10-10,2024-06-25,SLA,EXPIRED,EMP-69133
CON-001602,VND-01822,13939.79,GBP,2020-03-26,2022-11-25,RETAINER,EXPIRED,EMP-32969
CON-001603,VND-04710,36344.37,EUR,2021-07-21,2023-01-17,SLA,TERMINATED,EMP-992
CON-001604,VND-04526,61408.08,USD,2019-11-11,2021-03-04,RETAINER,EXPIRED,EMP-CORP-00582
CON-001605,VND-01474,18258.7,INR,2018-10-23,2020-04-20,TIME_AND_MATERIAL,EXPIRED,EMP-8374
CON-001606,VND-02902,50255.16,USD,2019-03-30,2022-02-07,PURCHASE_ORDER,EXPIRED,EMP-41005
CON-001607,VND-01294,385372.11,CAD,2022-10-28,2023-10-13,FIXED_PRICE,EXPIRED,EMP-65942
CON-001608,VND-00468,15381.06,USD,2020-07-22,2023-01-17,FIXED_PRICE,EXPIRED,EMP-60115
CON-001609,VND-01898,16754.7,GBP,2021-04-24,2022-06-22,TIME_AND_MATERIAL,TERMINATED,EMP-42934
CON-001610,VND-00376,52441.34,USD,2019-11-21,2021-09-29,RETAINER,EXPIRED,EMP-15779
CON-001611,VND-04597,18471.0,EUR,2023-09-03,2024-12-14,PURCHASE_ORDER,EXPIRED,EMP-64556
CON-001612,VND-03220,13040.85,AUD,2020-11-18,2021-12-18,FRAMEWORK,EXPIRED,EMP-31666
CON-001613,VND-04606,36933.65,EUR,2021-12-30,2024-07-22,SLA,EXPIRED,EMP-27861
CON-001614,VND-03366,2210294.77,USD,2020-11-09,2023-08-26,RETAINER,EXPIRED,EMP-67873
CON-001615,VND-04840,20697.45,CAD,2018-07-11,2020-06-17,RETAINER,EXPIRED,EMP-62806
CON-001616,VND-02232,2668127.0,USD,2023-09-25,2026-08-15,RETAINER,ACTIVE,EMP-46065
CON-001617,VND-02581,25073.82,INR,2019-05-29,2020-06-28,MASTER_SERVICE,EXPIRED,EMP-61385
CON-001618,VND-00426,345918.0,EUR,2020-11-02,2022-02-20,FIXED_PRICE,EXPIRED,EMP-35259
CON-001619,VND-00879,272874.33,USD,2018-10-21,2020-08-13,RETAINER,TERMINATED,EMP-12611
CON-001620,VND-01642,6446.52,SGD,2020-11-15,2022-05-14,RETAINER,EXPIRED,EMP-14969
CON-001621,VND-02270,462237.08,EUR,2022-06-11,2023-11-10,TIME_AND_MATERIAL,EXPIRED,EMP-18429
CON-001622,VND-02407,30858.28,GBP,2021-02-13,2023-04-17,SLA,EXPIRED,EMP-52764
CON-001623,VND-01107,7096.32,USD,2022-06-01,2023-12-20,PURCHASE_ORDER,EXPIRED,EMP-CORP-00039
CON-001624,VND-00849,21705.37,EUR,2018-01-28,2020-02-18,PURCHASE_ORDER,EXPIRED,EMP-RM106
CON-001625,VND-04868,448861.57,EUR,2023-08-15,2025-11-26,PURCHASE_ORDER,ACTIVE,EMP-45268
CON-001626,VND-04798,744416.54,USD,2021-03-01,2021-09-01,RETAINER,EXPIRED,EMP-63897
CON-001627,VND-03295,48040.14,GBP,2019-07-15,2021-02-19,MASTER_SERVICE,EXPIRED,EMP-41787
CON-001628,VND-03060,493405.31,USD,2022-10-30,2024-06-29,PURCHASE_ORDER,TERMINATED,EMP-48850
CON-001629,VND-00809,457258.52,USD,2020-03-15,2021-10-25,FIXED_PRICE,EXPIRED,EMP-22717
CON-001630,VND-02144,343788.53,USD,2018-10-02,2019-12-10,SLA,EXPIRED,EMP-28191
CON-001631,VND-04996,633356.13,INR,2023-10-12,2024-11-30,SLA,EXPIRED,EMP-62884
CON-001632,VND-02932,2665786.7,USD,2022-02-10,2022-12-25,PURCHASE_ORDER,TERMINATED,EMP-50444
CON-001633,VND-04276,5000.0,USD,2021-11-17,2022-11-24,RETAINER,TERMINATED,EMP-37070
CON-001634,VND-02378,10604.39,EUR,2018-05-04,2019-02-03,RETAINER,EXPIRED,EMP-30636
CON-001635,VND-02496,49407.44,GBP,2021-09-09,2022-12-11,FIXED_PRICE,EXPIRED,EMP-67628
CON-001636,VND-00303,23848.12,INR,2018-06-13,2020-07-21,FRAMEWORK,EXPIRED,EMP-13762
CON-001637,VND-02540,5000.0,USD,2022-05-14,2025-04-08,FRAMEWORK,EXPIRED,EMP-24851
CON-001638,VND-04994,11564.82,USD,2019-01-21,2021-09-25,FIXED_PRICE,EXPIRED,EMP-CORP-00043
CON-001639,VND-02811,927292.52,USD,2020-04-22,2021-12-04,FIXED_PRICE,TERMINATED,EMP-19045
CON-001640,VND-00420,21369.93,USD,2018-03-24,2019-07-17,TIME_AND_MATERIAL,EXPIRED,EMP-13336
CON-001641,VND-03517,8200.26,USD,2021-02-12,2024-02-08,TIME_AND_MATERIAL,EXPIRED,EMP-44277
CON-001642,VND-04120,17364.74,EUR,2023-09-05,2025-06-13,RETAINER,ACTIVE,EMP-34582
CON-001643,VND-04819,11142.78,USD,2022-05-05,2023-09-24,MASTER_SERVICE,EXPIRED,EMP-64006
CON-001644,VND-02525,5000.0,GBP,2018-10-15,2019-08-12,SLA,EXPIRED,EMP-CORP-00557
CON-001645,VND-04555,228131.55,GBP,2022-09-15,2024-06-16,RETAINER,EXPIRED,EMP-37236
CON-001646,VND-02685,155273.43,USD,2023-05-09,2025-10-15,SLA,ACTIVE,EMP-46633
CON-001647,VND-04808,5000.0,INR,2019-04-27,2020-04-11,SLA,EXPIRED,EMP-CORP-00046
CON-001648,VND-04375,375450.18,USD,2022-02-12,2024-06-05,TIME_AND_MATERIAL,EXPIRED,EMP-18546
CON-001649,VND-03313,66887.81,CAD,2023-12-11,2025-04-03,MASTER_SERVICE,EXPIRED,EMP-63588
CON-001650,VND-02743,22077.64,USD,2020-03-02,2021-12-18,FRAMEWORK,EXPIRED,EMP-38646
CON-001651,VND-03734,654216.75,EUR,2020-04-12,2021-02-12,FIXED_PRICE,EXPIRED,EMP-20863
