transaction_id,transaction_date,vendor_id,amount,currency,transaction_type,risk_score,status
TXN-C2092709730,2020-01-22,VND-04783,159510.72,GBP,TRANSFER,0.77,COMPLETED
TXN-C1324340034,2021-01-04,VND-01867,488982.02,USD,TRANSFER,0.798,COMPLETED
TXN-C1368316340,2022-01-03,VND-04270,71741.21,GBP,TRANSFER,0.749,COMPLETED
TXN-C2058965967,2022-09-12,VND-00920,846826.98,INR,INVOICE,0.965,COMPLETED
TXN-213809,2023-08-01,VND-02498,707378.59,EUR,REFUND,0.65,COMPLETED
TXN-C1556461159,2023-01-02,VND-01590,631.14,USD,SETTLEMENT,0.525,COMPLETED
TXN-727515,2024-08-09,VND-00415,25601.22,USD,ADVANCE,0.504,COMPLETED
TXN-C1604168718,2024-12-31,VND-04000,149.55,GBP,PURCHASE,0.558,COMPLETED
TXN-C363426299,2021-01-19,VND-01352,9166.55,EUR,INVOICE,0.157,COMPLETED
TXN-556608,2023-05-26,VND-03922,33205.14,AUD,PURCHASE,0.29,COMPLETED
TXN-415901,2020-09-20,VND-01885,1049470.0,GBP,PURCHASE,0.857,PENDING
TXN-736238,2021-03-24,VND-02226,185977.76,GBP,PURCHASE,0.382,COMPLETED
TXN-573926,2023-07-29,VND-00791,3411.45,EUR,INVOICE,0.572,COMPLETED
TXN-C1629805986,2021-05-20,VND-03617,607691.21,GBP,INVOICE,0.886,COMPLETED
TXN-C1124789714,2023-10-10,VND-00612,41943.89,EUR,TRANSFER,0.871,COMPLETED
TXN-C1298547491,2020-05-07,VND-04165,84887.64,INR,PAYMENT,0.48,COMPLETED
TXN-262283,2023-03-03,VND-03466,26766.71,USD,REFUND,0.122,FLAGGED
TXN-718271,2020-06-08,VND-01954,1003251.7,CAD,INVOICE,0.883,COMPLETED
TXN-C1396990912,2021-03-25,VND-00990,71818.01,USD,INVOICE,0.262,FLAGGED
TXN-381170,2022-04-24,VND-02080,9627.37,GBP,REFUND,0.8,COMPLETED
TXN-C1540696113,2021-11-19,VND-02972,36783.78,GBP,PAYMENT,0.092,COMPLETED
TXN-351247,2020-11-04,VND-00463,217605.03,USD,ADVANCE,0.853,COMPLETED
TXN-978861,2024-09-27,VND-03665,32889.95,USD,REFUND,0.018,COMPLETED
TXN-C2144584587,2021-11-28,VND-01186,394600.95,AUD,TRANSFER,0.872,COMPLETED
TXN-231249,2022-07-07,VND-02352,4803.0,USD,REIMBURSEMENT,0.04,COMPLETED
TXN-526680,2020-01-29,VND-02469,243751.45,GBP,TRANSFER,0.724,FLAGGED
TXN-C1750986636,2022-07-02,VND-04440,205015.01,USD,PURCHASE,0.613,COMPLETED
TXN-C1144725132,2020-04-14,VND-01560,69796.4,EUR,REFUND,0.713,COMPLETED
TXN-C802439528,2024-02-02,VND-01782,81449.77,CAD,REFUND,0.33,COMPLETED
TXN-C122396887,2024-02-25,VND-04087,116448.63,USD,TRANSFER,0.534,COMPLETED
TXN-C82017445,2022-03-26,VND-01403,1153.98,USD,SETTLEMENT,0.174,PENDING
TXN-C1805660016,2021-09-17,VND-03329,133733.84,USD,SETTLEMENT,0.457,FLAGGED
TXN-510373,2020-03-23,VND-03436,380250.29,USD,TRANSFER,0.703,COMPLETED
TXN-C512140711,2023-01-13,VND-00901,3536.2,CAD,ADVANCE,0.288,COMPLETED
TXN-390360,2024-03-29,VND-04382,466.73,USD,TRANSFER,0.389,COMPLETED
TXN-C759536602,2020-04-15,VND-01030,1315556.51,EUR,REIMBURSEMENT,0.758,COMPLETED
TXN-C1361671464,2022-09-19,VND-01933,93571.25,USD,INVOICE,0.177,COMPLETED
TXN-730488,2023-12-25,VND-04023,21560.69,AUD,ADVANCE,0.132,COMPLETED
TXN-C276922182,2020-06-10,VND-04615,6527.9,GBP,REIMBURSEMENT,0.793,COMPLETED
TXN-840210,2022-09-27,VND-00565,3349.66,CAD,REFUND,0.936,COMPLETED
TXN-499745,2024-05-21,VND-04711,196506.53,USD,TRANSFER,0.689,FLAGGED
TXN-437001,2023-10-16,VND-00443,473531.89,USD,SETTLEMENT,0.23,COMPLETED
TXN-C2026317522,2023-04-09,VND-02940,1697.59,USD,ADVANCE,0.506,COMPLETED
TXN-749460,2024-09-07,VND-04784,81924.4,USD,TRANSFER,0.509,COMPLETED
TXN-677739,2023-12-28,VND-02691,3409.69,USD,TRANSFER,0.288,COMPLETED
TXN-107455,2021-05-01,VND-00028,7090.13,AUD,PAYMENT,0.05,COMPLETED
TXN-C1112075608,2022-06-13,VND-04096,22267.09,GBP,SETTLEMENT,0.484,COMPLETED
TXN-129742,2022-01-26,VND-00170,106003.99,EUR,PAYMENT,0.772,COMPLETED
TXN-C801634926,2023-01-30,VND-03172,7249.47,AUD,ADVANCE,0.236,COMPLETED
TXN-737164,2024-12-08,VND-02441,19182.17,USD,REFUND,0.918,COMPLETED
TXN-676009,2020-04-13,VND-00030,6877.53,EUR,REIMBURSEMENT,0.165,COMPLETED
TXN-C1605969826,2020-05-02,VND-02734,188218.38,GBP,SETTLEMENT,0.464,COMPLETED
TXN-944278,2024-12-30,VND-03779,2837.65,INR,ADVANCE,0.874,COMPLETED
TXN-C1792277476,2021-05-06,VND-01248,97712.97,INR,PURCHASE,0.789,REVERSED
TXN-C1609261999,2023-11-28,VND-00074,190477.74,USD,INVOICE,0.833,COMPLETED
TXN-C1156241708,2020-01-07,VND-03739,29953.85,EUR,REIMBURSEMENT,0.742,COMPLETED
TXN-756926,2024-07-21,VND-02198,9229.78,USD,REIMBURSEMENT,0.629,COMPLETED
TXN-C270072276,2024-08-24,VND-00626,19206.24,USD,INVOICE,0.123,COMPLETED
TXN-C1008561904,2023-04-21,VND-04551,16141.4,EUR,REIMBURSEMENT,0.98,COMPLETED
TXN-C105154953,2021-07-02,VND-00839,3870668.16,USD,SETTLEMENT,0.863,COMPLETED
TXN-223533,2020-12-31,VND-01569,412906.63,USD,PAYMENT,0.288,COMPLETED
TXN-465759,2020-02-18,VND-00718,292417.09,USD,PAYMENT,0.328,COMPLETED
TXN-806663,2024-06-10,VND-03107,6291.93,EUR,TRANSFER,0.084,COMPLETED
TXN-C376540699,2024-05-02,VND-03604,578580.68,USD,REIMBURSEMENT,0.67,COMPLETED
TXN-900697,2023-07-01,VND-03443,2354.11,AUD,PAYMENT,0.794,PENDING
TXN-C1953156554,2021-11-22,VND-02726,6723.08,USD,REIMBURSEMENT,0.044,COMPLETED
TXN-463316,2023-11-05,VND-01768,25699.06,USD,SETTLEMENT,0.752,COMPLETED
TXN-C1379985923,2021-01-17,VND-03545,7912.93,SGD,SETTLEMENT,0.073,COMPLETED
TXN-C2138447676,2022-02-22,VND-04078,5342.5,USD,REIMBURSEMENT,0.147,COMPLETED
TXN-C767760847,2021-03-18,VND-02538,28424.93,USD,PURCHASE,0.822,COMPLETED
TXN-C931370959,2024-03-22,VND-01481,47319.16,USD,INVOICE,0.4,COMPLETED
TXN-C639453388,2022-11-10,VND-00876,116384.93,GBP,SETTLEMENT,0.824,COMPLETED
TXN-C1755884686,2024-03-30,VND-04319,302743.68,USD,TRANSFER,0.205,COMPLETED
TXN-C1358385693,2024-06-28,VND-01023,245764.12,USD,INVOICE,0.601,FLAGGED
TXN-569627,2024-12-07,VND-02717,8567.2,USD,ADVANCE,0.757,COMPLETED
TXN-C1589782498,2020-12-30,VND-04888,88779.12,USD,ADVANCE,0.394,COMPLETED
TXN-466957,2020-10-24,VND-00817,6563.26,USD,PAYMENT,0.522,COMPLETED
TXN-C2117938877,2020-04-28,VND-03222,384750.41,USD,PURCHASE,0.532,COMPLETED
TXN-601903,2022-02-26,VND-04121,54739.08,INR,REFUND,0.835,COMPLETED
TXN-C2001755150,2024-01-24,VND-04255,292101.01,USD,PURCHASE,0.212,COMPLETED
TXN-107062,2023-07-17,VND-03497,749308.59,USD,SETTLEMENT,0.797,PENDING
TXN-C833269795,2021-04-23,VND-03824,169273.01,EUR,SETTLEMENT,0.175,COMPLETED
TXN-C570422884,2022-11-22,VND-04063,754783.24,USD,INVOICE,0.91,COMPLETED
TXN-C159651486,2023-10-17,VND-03953,417654.59,USD,ADVANCE,0.115,COMPLETED
TXN-725201,2024-05-29,VND-00683,322213.31,USD,PURCHASE,0.994,COMPLETED
TXN-C2051503160,2024-06-26,VND-03972,273657.47,GBP,PURCHASE,0.994,COMPLETED
TXN-113896,2023-02-19,VND-00963,474.44,GBP,REFUND,0.141,COMPLETED
TXN-C1461111257,2023-02-22,VND-03077,12548.52,USD,REFUND,0.276,COMPLETED
TXN-C396830537,2020-05-08,VND-03111,26803.65,USD,PAYMENT,0.296,COMPLETED
TXN-C846762189,2021-08-24,VND-03158,1335.95,USD,SETTLEMENT,0.981,COMPLETED
TXN-700107,2021-08-24,VND-02063,2428.66,USD,TRANSFER,0.678,COMPLETED
TXN-681739,2022-02-07,VND-01943,716959.0,CAD,ADVANCE,0.7,COMPLETED
TXN-C380184524,2024-04-20,VND-00048,680556.92,GBP,REIMBURSEMENT,0.809,COMPLETED
TXN-C565517913,2024-12-11,VND-03567,3729.51,AUD,TRANSFER,0.292,COMPLETED
TXN-C2075850492,2020-02-05,VND-04898,8696.41,USD,PURCHASE,0.802,COMPLETED
TXN-C1283634655,2023-12-12,VND-04476,7843.58,USD,INVOICE,0.343,COMPLETED
TXN-862985,2024-07-30,VND-01343,2555995.32,USD,ADVANCE,0.652,COMPLETED
TXN-494179,2024-03-17,VND-03117,17972.85,GBP,PAYMENT,0.402,COMPLETED
TXN-C854653864,2023-07-12,VND-04891,90067.11,USD,TRANSFER,0.193,COMPLETED
TXN-C818269706,2021-12-19,VND-00219,8343.34,SGD,TRANSFER,0.099,FLAGGED
TXN-321614,2023-08-18,VND-02367,110358.81,INR,REFUND,0.592,COMPLETED
TXN-705706,2020-06-26,VND-04303,144519.49,SGD,TRANSFER,0.668,COMPLETED
TXN-525970,2022-11-22,VND-02903,27360.33,USD,REFUND,0.52,COMPLETED
TXN-C1597742167,2020-05-19,VND-03887,358507.32,USD,REFUND,0.351,COMPLETED
TXN-C1372404560,2022-09-06,VND-01452,417637.27,USD,SETTLEMENT,0.992,COMPLETED
TXN-C922477525,2023-11-12,VND-00935,171051.02,USD,REFUND,0.966,COMPLETED
TXN-C2039714437,2022-01-19,VND-01157,29061.1,USD,PURCHASE,0.984,COMPLETED
TXN-C1087072654,2021-03-28,VND-02699,294348.69,CAD,REIMBURSEMENT,0.252,COMPLETED
TXN-C1777086980,2021-01-30,VND-02360,18318.08,INR,PAYMENT,0.689,COMPLETED
TXN-C959222403,2020-05-27,VND-03287,357440.79,USD,REFUND,0.839,COMPLETED
TXN-654643,2024-06-01,VND-00958,248871.48,INR,REIMBURSEMENT,0.634,COMPLETED
TXN-C329766696,2024-12-30,VND-04825,507549.76,USD,ADVANCE,0.952,COMPLETED
TXN-C1618036072,2022-04-06,VND-00309,250512.68,INR,TRANSFER,0.447,COMPLETED
TXN-C1546015819,2020-12-05,VND-02860,105540.81,USD,TRANSFER,0.963,COMPLETED
TXN-109255,2022-10-26,VND-01210,177435.49,GBP,REIMBURSEMENT,0.187,COMPLETED
TXN-C1373885310,2024-03-24,VND-00113,117401.05,USD,PURCHASE,0.107,COMPLETED
TXN-683429,2024-02-19,VND-01258,38412.24,CAD,PURCHASE,0.739,COMPLETED
TXN-C1061149703,2020-07-15,VND-04965,1247.34,INR,PURCHASE,0.234,COMPLETED
TXN-C1384801340,2020-09-25,VND-01030,308593.76,INR,REFUND,0.103,COMPLETED
TXN-C708494078,2020-08-14,VND-00325,134400.59,USD,SETTLEMENT,0.878,COMPLETED
TXN-C677930699,2023-06-21,VND-03451,3411.16,SGD,TRANSFER,0.582,COMPLETED
TXN-C1464942868,2022-11-27,VND-01127,25351.98,GBP,PURCHASE,0.557,COMPLETED
TXN-C671200928,2024-05-14,VND-02911,9867.92,GBP,PAYMENT,0.246,COMPLETED
TXN-C134916893,2022-04-17,VND-03142,11293.02,GBP,SETTLEMENT,0.086,COMPLETED
TXN-C1743437314,2021-09-04,VND-03564,27700.01,USD,TRANSFER,0.954,COMPLETED
TXN-C1212516323,2020-10-08,VND-04997,19010.52,CAD,PURCHASE,0.931,COMPLETED
TXN-C365475676,2024-09-21,VND-03631,56662.61,GBP,INVOICE,0.595,COMPLETED
TXN-C1583878295,2021-08-09,VND-03948,18220.21,GBP,REIMBURSEMENT,0.088,COMPLETED
TXN-699645,2023-08-05,VND-04535,586095.18,CAD,REFUND,0.775,PENDING
TXN-C1567440638,2022-08-30,VND-01816,9645.62,USD,REFUND,0.234,COMPLETED
TXN-C1389208765,2022-07-22,VND-03722,139375.54,SGD,REIMBURSEMENT,0.61,REVERSED
TXN-C735523757,2021-12-10,VND-02957,75415.35,GBP,REFUND,0.163,REVERSED
TXN-C2062000179,2024-01-19,VND-02422,35527.03,AUD,REIMBURSEMENT,0.068,PENDING
TXN-C698977695,2020-01-14,VND-04577,552644.0,EUR,TRANSFER,0.845,COMPLETED
TXN-389065,2021-08-07,VND-04548,336979.46,AUD,PAYMENT,0.392,COMPLETED
TXN-C35216667,2024-10-28,VND-04670,7873.99,EUR,REFUND,0.917,COMPLETED
TXN-C207105738,2023-08-01,VND-02507,316468.08,USD,TRANSFER,0.555,COMPLETED
TXN-C1886186662,2023-12-27,VND-02221,510711.44,USD,SETTLEMENT,0.695,COMPLETED
TXN-780997,2021-05-30,VND-01534,7837.73,USD,PAYMENT,0.724,COMPLETED
TXN-C250837356,2020-10-15,VND-04752,3508.93,GBP,SETTLEMENT,0.136,COMPLETED
TXN-C1689679715,2020-06-01,VND-00610,265443.65,USD,SETTLEMENT,0.863,COMPLETED
TXN-C2043101507,2022-12-01,VND-02236,1033159.95,EUR,REFUND,0.971,COMPLETED
TXN-484041,2021-11-04,VND-02422,25976.3,GBP,TRANSFER,0.398,COMPLETED
TXN-C522407812,2023-03-12,VND-03430,20179.89,EUR,INVOICE,0.002,FLAGGED
TXN-145533,2021-04-14,VND-02678,16126.76,EUR,SETTLEMENT,0.142,COMPLETED
TXN-C697796273,2022-03-20,VND-03177,79152.19,GBP,REFUND,0.171,COMPLETED
TXN-C891193010,2022-04-20,VND-02551,8394.51,GBP,PURCHASE,0.741,COMPLETED
TXN-C1859945349,2024-02-04,VND-04750,45118.32,SGD,TRANSFER,0.928,COMPLETED
TXN-C767994799,2021-08-04,VND-01707,2846983.44,USD,ADVANCE,0.721,COMPLETED
TXN-C786877322,2022-05-23,VND-04727,213196.75,EUR,REFUND,0.74,COMPLETED
TXN-C903889255,2020-12-15,VND-00076,2125.15,CAD,TRANSFER,0.234,COMPLETED
TXN-C1475886535,2024-03-07,VND-00400,3740.5,SGD,TRANSFER,0.094,COMPLETED
TXN-938875,2022-03-21,VND-03385,6655.88,INR,SETTLEMENT,0.812,COMPLETED
TXN-C16957838,2021-05-10,VND-01534,5886.25,USD,TRANSFER,0.647,COMPLETED
TXN-113545,2023-09-17,VND-02185,4767.46,EUR,REIMBURSEMENT,0.653,FLAGGED
TXN-C388623360,2020-11-01,VND-01889,227241.87,USD,REIMBURSEMENT,0.843,COMPLETED
TXN-407757,2024-06-20,VND-02912,84143.53,GBP,SETTLEMENT,0.748,COMPLETED
TXN-C1763799227,2023-03-17,VND-01749,91571.04,USD,ADVANCE,0.123,COMPLETED
TXN-894209,2021-04-19,VND-02913,9790.28,USD,REIMBURSEMENT,0.117,COMPLETED
TXN-743453,2023-03-14,VND-04011,122320.25,USD,PAYMENT,0.547,COMPLETED
TXN-C578458429,2023-05-01,VND-00997,12677.6,USD,REIMBURSEMENT,0.906,COMPLETED
TXN-624367,2020-09-12,VND-03450,2773346.18,GBP,INVOICE,0.712,COMPLETED
TXN-C7858603,2024-09-05,VND-01635,16566.36,EUR,TRANSFER,0.287,COMPLETED
TXN-468003,2023-09-12,VND-01904,121697.76,USD,ADVANCE,0.518,COMPLETED
TXN-C678517005,2023-02-20,VND-02883,19151.59,GBP,SETTLEMENT,0.613,COMPLETED
TXN-C889568188,2022-03-12,VND-04347,14021.39,USD,TRANSFER,0.205,COMPLETED
TXN-C2119329506,2020-12-25,VND-04281,179144.27,USD,SETTLEMENT,0.725,FLAGGED
TXN-742903,2023-12-24,VND-01039,406803.33,INR,REIMBURSEMENT,0.014,COMPLETED
TXN-770025,2023-04-05,VND-01131,13463.24,CAD,INVOICE,0.502,COMPLETED
TXN-501488,2020-04-23,VND-00737,594724.36,AUD,PAYMENT,0.812,COMPLETED
TXN-340094,2023-06-06,VND-04764,96720.44,AUD,REFUND,0.984,COMPLETED
TXN-C181892423,2020-07-21,VND-02555,2355.63,AUD,ADVANCE,0.464,COMPLETED
TXN-C533927270,2022-02-14,VND-01876,105126.82,AUD,INVOICE,0.419,COMPLETED
TXN-C509643020,2023-01-08,VND-01213,2507447.05,USD,TRANSFER,0.891,FLAGGED
TXN-C222515198,2022-09-22,VND-02008,77542.39,GBP,ADVANCE,0.482,COMPLETED
TXN-C1442963986,2021-03-24,VND-03469,196342.19,INR,REFUND,0.87,COMPLETED
TXN-C1464746372,2023-07-04,VND-02553,243841.06,GBP,ADVANCE,0.066,COMPLETED
TXN-623682,2023-04-14,VND-02991,922.93,EUR,REIMBURSEMENT,0.147,COMPLETED
TXN-C2132127550,2022-01-24,VND-04593,542720.52,GBP,PAYMENT,0.923,COMPLETED
TXN-715222,2023-04-09,VND-03387,7266.84,USD,SETTLEMENT,0.688,COMPLETED
TXN-470435,2022-03-31,VND-00945,1013.44,AUD,ADVANCE,0.751,COMPLETED
TXN-C1841085393,2023-11-21,VND-00962,391592.86,EUR,PURCHASE,0.432,COMPLETED
TXN-C2002226591,2022-04-19,VND-01538,16509.01,CAD,REFUND,0.446,COMPLETED
TXN-C1000600589,2022-11-29,VND-00368,350941.57,EUR,ADVANCE,0.175,COMPLETED
TXN-C1170278008,2021-07-08,VND-02261,4661.77,SGD,INVOICE,0.919,COMPLETED
TXN-C244577237,2021-04-22,VND-01870,234151.9,EUR,TRANSFER,0.581,COMPLETED
TXN-C1601756706,2022-09-12,VND-01200,32118.97,INR,SETTLEMENT,0.417,COMPLETED
TXN-C874050597,2024-11-24,VND-00558,20368.75,EUR,TRANSFER,0.769,COMPLETED
TXN-C1561535094,2024-10-02,VND-00459,19098.73,USD,PAYMENT,0.439,COMPLETED
TXN-C676205388,2023-01-23,VND-02571,16138.5,CAD,ADVANCE,0.54,COMPLETED
TXN-C4901882,2022-09-12,VND-03987,649319.05,CAD,PAYMENT,0.946,COMPLETED
TXN-718295,2024-09-03,VND-03316,16039.74,USD,ADVANCE,0.083,COMPLETED
TXN-C543262131,2020-05-20,VND-04315,164037.3,SGD,SETTLEMENT,0.91,COMPLETED
TXN-C430093511,2021-07-27,VND-01148,318584.31,USD,ADVANCE,0.131,COMPLETED
TXN-541682,2024-06-18,VND-04010,201011.68,EUR,TRANSFER,0.619,COMPLETED
TXN-C2089870741,2022-07-14,VND-03807,3155.05,USD,ADVANCE,0.419,COMPLETED
TXN-C2023156074,2022-04-01,VND-02105,1203215.79,EUR,TRANSFER,0.81,COMPLETED
TXN-C2025815,2020-08-18,VND-02305,430645.23,AUD,INVOICE,0.946,COMPLETED
TXN-C1942440807,2023-12-31,VND-04218,15185.01,AUD,REFUND,0.804,COMPLETED
TXN-666133,2021-05-12,VND-02510,441.69,USD,SETTLEMENT,0.359,COMPLETED
TXN-C1931428900,2020-02-25,VND-03247,207027.72,AUD,INVOICE,0.895,COMPLETED
TXN-C70165127,2023-04-24,VND-02579,28076.16,USD,INVOICE,0.03,COMPLETED
TXN-C1216530820,2023-03-30,VND-00536,103939.15,GBP,REIMBURSEMENT,0.426,COMPLETED
TXN-579755,2023-10-15,VND-00585,330229.15,USD,REFUND,0.04,COMPLETED
TXN-623021,2024-04-15,VND-00140,68886.8,INR,PURCHASE,0.459,FLAGGED
TXN-940161,2021-01-13,VND-03273,225016.51,USD,INVOICE,0.761,FLAGGED
TXN-C663985858,2020-01-08,VND-02820,15171.58,EUR,INVOICE,0.133,COMPLETED
TXN-C1221987373,2023-03-16,VND-00745,5860.83,GBP,ADVANCE,0.663,COMPLETED
TXN-555526,2022-10-12,VND-03498,1925.08,USD,REIMBURSEMENT,0.528,COMPLETED
TXN-C1231956957,2022-09-17,VND-00893,577487.8,USD,SETTLEMENT,0.686,COMPLETED
TXN-C2056165445,2020-10-04,VND-00583,1111817.47,EUR,REIMBURSEMENT,0.949,COMPLETED
TXN-144686,2021-10-25,VND-02423,395779.09,EUR,REIMBURSEMENT,0.071,COMPLETED
TXN-C1801945178,2022-12-26,VND-03732,74670.06,USD,PURCHASE,0.727,COMPLETED
TXN-C1991574288,2022-04-27,VND-02201,1973881.22,USD,INVOICE,0.705,COMPLETED
TXN-C393729003,2022-05-04,VND-01482,20278.61,USD,REFUND,0.542,COMPLETED
TXN-194986,2020-05-13,VND-00523,6061.19,SGD,PURCHASE,0.537,COMPLETED
TXN-944635,2023-09-14,VND-03747,332217.6,GBP,PURCHASE,0.909,COMPLETED
TXN-C1480805145,2021-09-27,VND-03913,302335.78,EUR,SETTLEMENT,0.567,FLAGGED
TXN-415247,2020-07-15,VND-00600,70918.51,USD,PAYMENT,0.199,COMPLETED
TXN-144181,2022-05-24,VND-01735,65802.72,USD,REIMBURSEMENT,0.499,COMPLETED
TXN-C1071452166,2020-06-08,VND-02673,156.75,USD,REIMBURSEMENT,0.523,COMPLETED
TXN-980843,2021-11-26,VND-03392,2100.0,GBP,SETTLEMENT,0.79,FLAGGED
TXN-C1778994610,2020-12-08,VND-02217,219838.29,EUR,TRANSFER,0.415,COMPLETED
TXN-C178393154,2020-08-28,VND-01957,652929.05,USD,TRANSFER,0.993,COMPLETED
TXN-C1027949271,2023-03-18,VND-04534,588100.2,EUR,PURCHASE,0.972,COMPLETED
TXN-C482900198,2021-01-27,VND-00846,241832.66,USD,REIMBURSEMENT,0.913,COMPLETED
TXN-C923785561,2022-01-08,VND-03986,117989.32,USD,TRANSFER,0.289,COMPLETED
TXN-C1090297038,2023-09-13,VND-03948,457918.4,EUR,PURCHASE,0.734,COMPLETED
TXN-C959464317,2024-01-17,VND-02330,299919.78,USD,ADVANCE,0.449,COMPLETED
TXN-211288,2024-12-29,VND-00444,433663.74,USD,REFUND,0.303,COMPLETED
TXN-C2009848953,2021-08-10,VND-02451,202728.73,EUR,PURCHASE,0.482,COMPLETED
TXN-C1487569922,2024-04-12,VND-00700,17670.41,USD,REIMBURSEMENT,0.942,COMPLETED
TXN-C718305224,2024-01-08,VND-03903,67562.17,USD,ADVANCE,0.153,COMPLETED
TXN-C1091234211,2022-08-02,VND-03707,3626.14,EUR,PURCHASE,0.334,COMPLETED
TXN-C2117169411,2024-06-04,VND-01921,5020.16,USD,REFUND,0.773,COMPLETED
TXN-C515938920,2023-10-29,VND-02863,23121.34,USD,REIMBURSEMENT,0.931,COMPLETED
TXN-C1149526768,2020-12-02,VND-00205,2749.36,USD,PURCHASE,0.815,COMPLETED
TXN-100658,2021-12-05,VND-00959,273605.17,GBP,ADVANCE,0.734,COMPLETED
TXN-957051,2024-01-14,VND-02753,7602.86,USD,TRANSFER,0.259,COMPLETED
TXN-737199,2023-11-30,VND-01536,3042.53,GBP,PAYMENT,0.709,FLAGGED
TXN-119533,2023-05-09,VND-02847,506422.14,INR,PURCHASE,0.943,COMPLETED
TXN-317580,2022-10-22,VND-00548,152476.46,AUD,INVOICE,0.686,COMPLETED
TXN-C20156341,2022-07-07,VND-00559,152032.5,USD,PURCHASE,0.805,COMPLETED
TXN-C415280083,2020-03-12,VND-02090,11495.47,GBP,ADVANCE,0.522,COMPLETED
TXN-C614506711,2023-12-27,VND-02623,15774.09,CAD,PAYMENT,0.254,COMPLETED
TXN-C1917851607,2020-03-07,VND-00918,178290.78,USD,ADVANCE,0.768,COMPLETED
TXN-C1163664780,2020-07-18,VND-04831,637034.74,SGD,SETTLEMENT,0.999,COMPLETED
TXN-C1078783335,2021-10-02,VND-00886,6546.7,EUR,REIMBURSEMENT,0.604,COMPLETED
TXN-C1851998201,2021-05-09,VND-03313,512654.25,SGD,REFUND,0.78,COMPLETED
TXN-320853,2023-06-28,VND-01957,200884.33,INR,TRANSFER,0.768,COMPLETED
TXN-697112,2022-03-19,VND-02835,159461.33,USD,REIMBURSEMENT,0.918,COMPLETED
TXN-C559872790,2020-07-22,VND-02387,15498.52,GBP,PAYMENT,0.184,COMPLETED
TXN-C1678719076,2020-08-08,VND-02002,49011.26,USD,INVOICE,0.302,COMPLETED
TXN-C401952548,2024-09-23,VND-00568,9369.06,USD,ADVANCE,0.204,COMPLETED
TXN-531505,2021-04-25,VND-00511,152368.06,USD,REIMBURSEMENT,0.746,COMPLETED
TXN-C768851671,2020-03-13,VND-02729,523756.44,GBP,SETTLEMENT,0.826,COMPLETED
TXN-C516657913,2022-06-20,VND-03364,2128349.14,INR,TRANSFER,0.944,COMPLETED
TXN-C937380004,2020-11-24,VND-02475,446160.28,USD,TRANSFER,0.991,COMPLETED
TXN-380427,2023-06-28,VND-02518,139703.6,USD,SETTLEMENT,0.699,PENDING
TXN-142494,2020-04-19,VND-01455,1069917.87,USD,PURCHASE,0.818,COMPLETED
TXN-C513413353,2023-06-09,VND-01756,9672.35,USD,REFUND,0.049,PENDING
TXN-253617,2024-08-05,VND-00792,12916.43,USD,INVOICE,0.325,COMPLETED
TXN-C1948675163,2021-04-06,VND-00962,9066.44,USD,INVOICE,0.944,FLAGGED
TXN-115885,2024-08-01,VND-01695,425285.07,GBP,PAYMENT,0.25,COMPLETED
TXN-C1601614336,2023-10-23,VND-02080,249218.66,USD,PAYMENT,0.612,COMPLETED
TXN-C601771229,2024-04-13,VND-01640,142369.25,USD,INVOICE,0.723,COMPLETED
TXN-C1194050166,2022-11-18,VND-00180,175472.86,USD,INVOICE,0.067,COMPLETED
TXN-498424,2023-05-12,VND-01157,264948.15,USD,ADVANCE,0.904,COMPLETED
TXN-491921,2024-05-04,VND-04315,5734.27,USD,ADVANCE,0.009,COMPLETED
TXN-C2118533135,2023-03-31,VND-02472,97744.54,USD,SETTLEMENT,0.139,COMPLETED
TXN-162153,2021-08-19,VND-01501,13879.47,EUR,PURCHASE,0.5,COMPLETED
TXN-C1500512598,2022-03-03,VND-03637,75296.99,USD,ADVANCE,0.757,COMPLETED
TXN-C1755429681,2022-06-09,VND-01294,4934.73,USD,TRANSFER,0.135,PENDING
TXN-C116155384,2021-06-24,VND-03380,31804.84,EUR,REFUND,0.431,COMPLETED
TXN-845340,2024-01-25,VND-04414,19828.54,GBP,PAYMENT,0.522,COMPLETED
TXN-C206091587,2024-04-23,VND-00925,160973.29,USD,ADVANCE,0.561,COMPLETED
TXN-C1778275835,2024-01-23,VND-04633,51386.15,USD,PURCHASE,0.7,COMPLETED
TXN-241746,2020-07-20,VND-01286,41110.34,USD,ADVANCE,0.459,COMPLETED
TXN-710659,2020-01-25,VND-03137,5311.45,EUR,ADVANCE,0.074,COMPLETED
TXN-706274,2024-05-21,VND-04983,4913.65,EUR,TRANSFER,0.32,COMPLETED
TXN-203560,2024-02-21,VND-04844,351.26,GBP,REFUND,0.004,COMPLETED
TXN-C86430328,2022-01-03,VND-03360,117266.06,GBP,SETTLEMENT,0.358,COMPLETED
TXN-155765,2021-04-17,VND-02707,2041326.77,USD,REIMBURSEMENT,0.993,COMPLETED
TXN-C1249153855,2024-11-14,VND-02098,11631.86,USD,PURCHASE,0.073,COMPLETED
TXN-759233,2022-11-10,VND-03988,388006.23,AUD,REFUND,0.281,COMPLETED
TXN-C1738954797,2022-08-19,VND-03499,51181.95,AUD,PURCHASE,0.639,COMPLETED
TXN-C714560927,2021-04-11,VND-03251,3338.05,USD,TRANSFER,0.134,COMPLETED
TXN-966897,2023-11-21,VND-04524,24230.84,CAD,PURCHASE,0.531,COMPLETED
