vendor_id,vendor_name,vendor_type,country,registration_no,risk_rating,onboarding_date,status
VND-00587,OmegaLink Systems LLC,SUPPLIER,France,REG-ID846HZB39,HIGH,2021-05-05,BLACKLISTED
VND-00588,PrimeAxis Corp Holdings,CONSULTANT,Japan,REG-ZR780XLD85,LOW,2018-08-01,ACTIVE
VND-00589,UnityCore Technologies LLC,MANUFACTURER,Germany,REG-AR187NYL50,MEDIUM,2022-03-02,ACTIVE
VND-00590,PrimeAxis Corp LLC,CONTRACTOR,India,REG-LJ155QPR94,LOW,2015-10-05,ACTIVE
VND-00591,DeltaPath Logistics International,MANUFACTURER,Singapore,REG-FB795NAS52,MEDIUM,2019-11-30,ACTIVE
VND-00592,FusionCore Analytics International,DISTRIBUTOR,Canada,REG-LK556IKR47,HIGH,2018-12-09,BLACKLISTED
VND-00593,KryptonPath Ltd LLC,MANUFACTURER,United Kingdom,REG-BY314MJZ38,LOW,2023-07-03,ACTIVE
VND-00594,Epsilon_Group,SUPPLIER,Germany,REG-FI270OHI26,LOW,2018-04-22,ACTIVE
VND-00595,VertiLink Distributors Group,CONSULTANT,United States,REG-KD574ZGS48,LOW,2019-03-18,ACTIVE
VND-00596,FlowBridge Inc Holdings,DISTRIBUTOR,France,REG-OG203CVV47,LOW,2021-08-30,ACTIVE
VND-00597,PeakVault Services Group,SERVICE_PROVIDER,United Kingdom,REG-ZQ455WBA88,MEDIUM,2021-10-23,ACTIVE
VND-00598,MeridianTech International,DISTRIBUTOR,UAE,REG-KP159PIL39,LOW,2022-10-26,ACTIVE
VND-00599,PrimeAxis Corp,SERVICE_PROVIDER,China,REG-XV455CFY87,LOW,2015-07-23,ACTIVE
VND-00600,DeltaPath Logistics Holdings,SERVICE_PROVIDER,United States,REG-OZ947VAO22,LOW,2015-01-16,ACTIVE
VND-00601,MomentumCore Corp International,SUPPLIER,United States,REG-KV996OUU11,LOW,2017-03-28,ACTIVE
VND-00602,FlowBridge Inc International,CONTRACTOR,Canada,REG-CX449XVL64,LOW,2016-04-18,ACTIVE
VND-00603,QuantumEdge Solutions,DISTRIBUTOR,Canada,REG-BI876UPQ22,LOW,2022-03-14,ACTIVE
VND-00604,XcelPath Networks Group,SUPPLIER,India,REG-GG413EEJ26,LOW,2019-12-31,ACTIVE
VND-00605,Beta_Supplies Holdings,SUPPLIER,United States,REG-GQ006NJF81,LOW,2021-04-30,ACTIVE
VND-00606,FlowBridge Inc LLC,LOGISTICS,UAE,REG-CO643IIH34,MEDIUM,2018-11-09,ACTIVE
VND-00607,OmegaLink Systems Ltd,LOGISTICS,Canada,REG-ED200IRJ55,LOW,2015-09-07,ACTIVE
VND-00608,IronPoint Manufacturing LLC,DISTRIBUTOR,India,REG-MD728OVO29,MEDIUM,2020-04-28,ACTIVE
VND-00609,Epsilon_Group LLC,DISTRIBUTOR,China,REG-WE968IOZ84,LOW,2015-05-23,ACTIVE
VND-00610,SkyBridge Logistics Ltd,SUPPLIER,Australia,REG-QJ174TAA56,HIGH,2016-08-26,BLACKLISTED
VND-00611,NorthBridge Supplies Inc,CONSULTANT,United States,REG-IA825SFW47,LOW,2017-02-28,INACTIVE
VND-00612,BlueStar Procurement Group,MANUFACTURER,United States,REG-MO740YAJ64,LOW,2024-03-23,INACTIVE
VND-00613,VoltEdge Solutions Inc,SUPPLIER,Canada,REG-ZP536KTV86,MEDIUM,2015-10-02,ACTIVE
VND-00614,Epsilon_Group Holdings,SERVICE_PROVIDER,United States,REG-BO663PHW41,LOW,2020-10-29,ACTIVE
VND-00615,HorizonEdge Inc,SUPPLIER,Singapore,REG-AM944ELI84,MEDIUM,2019-09-15,ACTIVE
VND-00616,LucentBridge Technologies Inc,SUPPLIER,China,REG-RS417NFM97,LOW,2016-02-15,ACTIVE
VND-00617,IronPoint Manufacturing Holdings,CONTRACTOR,Canada,REG-BL502GSR08,MEDIUM,2019-08-11,ACTIVE
VND-00618,EcoVenture Supplies,CONTRACTOR,Singapore,REG-JA270FNV31,LOW,2016-12-06,ACTIVE
VND-00619,TitanPath Holdings International,SERVICE_PROVIDER,Germany,REG-SY647CVF57,LOW,2015-06-08,ACTIVE
VND-00620,EcoVenture Supplies Holdings,SUPPLIER,Germany,REG-IE204LMQ61,LOW,2019-03-06,ACTIVE
VND-00621,RedPoint Consulting Inc,LOGISTICS,United States,REG-XC601PVC36,MEDIUM,2020-07-06,ACTIVE
VND-00622,TrueNorth Services LLC,LOGISTICS,Germany,REG-EY371RTU83,HIGH,2019-12-20,ACTIVE
VND-00623,PeakVault Services,SERVICE_PROVIDER,United Kingdom,REG-QE208OTM81,LOW,2017-02-08,ACTIVE
VND-00624,FusionCore Analytics Inc,LOGISTICS,Canada,REG-OB503UAK13,HIGH,2020-10-16,ACTIVE
VND-00625,KineticBlue Ltd,MANUFACTURER,Netherlands,REG-AC491LYS63,MEDIUM,2018-06-28,ACTIVE
VND-00626,HorizonEdge Inc Ltd,CONSULTANT,United Kingdom,REG-PK792FFR51,LOW,2015-04-29,ACTIVE
VND-00627,DeltaPath Logistics Group,SERVICE_PROVIDER,United States,REG-PJ950SIY05,MEDIUM,2015-05-16,ACTIVE
VND-00628,RedPoint Consulting Holdings,SERVICE_PROVIDER,Netherlands,REG-JY127PWW35,HIGH,2024-03-27,INACTIVE
VND-00629,SkyBridge Logistics,CONTRACTOR,France,REG-UI730QCF65,LOW,2017-09-17,ACTIVE
VND-00630,EcoVenture Supplies Ltd,CONTRACTOR,Germany,REG-MK784LIW87,LOW,2021-03-08,ACTIVE
VND-00631,WavePath Inc,SUPPLIER,India,REG-KE574HJC98,LOW,2022-09-22,ACTIVE
VND-00632,Epsilon_Group Ltd,CONSULTANT,United Kingdom,REG-AX448OGY57,LOW,2023-09-30,ACTIVE
VND-00633,RedPoint Consulting LLC,DISTRIBUTOR,United States,REG-PU209UEQ59,LOW,2019-08-05,ACTIVE
VND-00634,SkyBridge Logistics,CONSULTANT,Ireland,REG-XJ863JNS87,MEDIUM,2020-04-25,BLACKLISTED
VND-00635,OmegaLink Systems Holdings,LOGISTICS,India,REG-HQ565ECI11,LOW,2021-10-27,ACTIVE
VND-00636,RedPoint Consulting International,LOGISTICS,Germany,REG-MG203CKP17,MEDIUM,2019-03-23,ACTIVE
VND-00637,TrueNorth Services LLC,LOGISTICS,Japan,REG-QD678XOM99,LOW,2020-11-02,ACTIVE
VND-00638,GreenBridge Consulting LLC,CONTRACTOR,China,REG-DZ103ODX71,LOW,2024-05-31,ACTIVE
VND-00639,TrueNorth Services LLC,SERVICE_PROVIDER,United States,REG-RH865CUE09,LOW,2016-03-18,ACTIVE
VND-00640,UltraVista Technologies Inc,CONTRACTOR,Ireland,REG-GU413OIY81,LOW,2018-02-08,ACTIVE
VND-00641,TrueNorth Services Group,DISTRIBUTOR,India,REG-OL338JVJ39,MEDIUM,2016-09-06,INACTIVE
VND-00642,Delta_Logistics Inc,SERVICE_PROVIDER,Germany,REG-SQ619BGK57,MEDIUM,2021-09-23,ACTIVE
VND-00643,PeakVault Services International,CONTRACTOR,Singapore,REG-QK286IMC85,LOW,2018-04-25,ACTIVE
VND-00644,LucentBridge Technologies LLC,LOGISTICS,United Kingdom,REG-AW558OBU55,LOW,2021-06-01,ACTIVE
VND-00645,SkyBridge Logistics Ltd,LOGISTICS,France,REG-NY593XJV98,LOW,2022-02-27,ACTIVE
VND-00646,GreenBridge Consulting Holdings,LOGISTICS,China,REG-AU457CSM76,HIGH,2016-11-27,INACTIVE
VND-00647,InnoCore Dynamics LLC,MANUFACTURER,China,REG-TO082NUB40,LOW,2017-11-25,ACTIVE
VND-00648,SkyBridge Logistics Holdings,SUPPLIER,United Kingdom,REG-KJ488GCD89,MEDIUM,2022-05-04,ACTIVE
VND-00649,TrueNorth Services International,CONTRACTOR,Canada,REG-LP522OQZ45,LOW,2023-11-03,ACTIVE
VND-00650,Epsilon_Group,SUPPLIER,Japan,REG-NU419EUU69,LOW,2020-04-11,ACTIVE
VND-00651,EdgeWave Technologies International,DISTRIBUTOR,United States,REG-MP727TCU91,LOW,2017-03-07,ACTIVE
VND-00652,TrueNorth Services International,LOGISTICS,United States,REG-WB961AHX05,MEDIUM,2015-08-10,ACTIVE
VND-00653,Acuity Systems Ltd,CONSULTANT,Germany,REG-TH390CUI60,LOW,2020-02-18,ACTIVE
VND-00654,FlowBridge Inc International,MANUFACTURER,United Kingdom,REG-JD925RUZ83,MEDIUM,2018-09-24,ACTIVE
VND-00655,ClearPath Logistics Holdings,LOGISTICS,United Kingdom,REG-OB799SYZ81,LOW,2017-05-07,ACTIVE
VND-00656,Alpha_Inc Inc,SUPPLIER,United States,REG-KV225DJZ17,LOW,2023-09-29,ACTIVE
VND-00657,ZenithBridge Corp International,SERVICE_PROVIDER,United States,REG-XS416IWI86,LOW,2020-05-09,ACTIVE
VND-00658,XcelPath Networks,LOGISTICS,UAE,REG-PK783MJN76,LOW,2018-08-12,ACTIVE
VND-00659,OpenBridge Systems LLC,CONSULTANT,Germany,REG-XB833URK14,LOW,2017-10-16,ACTIVE
VND-00660,GreenBridge Consulting Ltd,CONSULTANT,United States,REG-WM116UWM65,LOW,2018-06-07,ACTIVE
VND-00661,SilverPath Holdings International,DISTRIBUTOR,Brazil,REG-ZC042NJC59,MEDIUM,2023-03-01,ACTIVE
VND-00662,SkyBridge Logistics Group,SERVICE_PROVIDER,Germany,REG-WU033FHV52,LOW,2018-11-04,ACTIVE
VND-00663,Delta_Logistics International,CONSULTANT,United Kingdom,REG-AV039SZH24,MEDIUM,2015-03-20,ACTIVE
VND-00664,VoltEdge Solutions,DISTRIBUTOR,United Kingdom,REG-NV477INN05,MEDIUM,2021-08-12,ACTIVE
VND-00665,Alpha_Inc,MANUFACTURER,India,REG-NU884JSS87,LOW,2019-03-17,ACTIVE
VND-00666,MomentumCore Corp,SUPPLIER,Ireland,REG-QK069DSM80,MEDIUM,2022-06-04,ACTIVE
VND-00667,HarborLight Services International,SERVICE_PROVIDER,United States,REG-EY940QRQ70,MEDIUM,2019-12-25,ACTIVE
VND-00668,JetStream Analytics Group,MANUFACTURER,Japan,REG-OY510GTG46,LOW,2022-10-18,ACTIVE
VND-00669,GlobalNex Corp LLC,CONTRACTOR,Japan,REG-LM579GDJ81,LOW,2020-11-01,ACTIVE
VND-00670,Beta_Supplies,MANUFACTURER,Japan,REG-VF003ZVK84,LOW,2020-09-26,ACTIVE
VND-00671,GlobalNex Corp International,DISTRIBUTOR,United Kingdom,REG-PG055RZD54,LOW,2017-03-24,ACTIVE
VND-00672,MeridianTech Holdings,SERVICE_PROVIDER,India,REG-OJ460VZQ84,MEDIUM,2022-11-21,ACTIVE
VND-00673,NorthBridge Supplies LLC,CONTRACTOR,India,REG-OR216OAP89,LOW,2020-05-22,ACTIVE
VND-00674,HarborLight Services Inc,MANUFACTURER,France,REG-VC926IIN49,LOW,2021-06-09,ACTIVE
VND-00675,GreenBridge Consulting,MANUFACTURER,United States,REG-TS298THI32,LOW,2023-02-11,ACTIVE
VND-00676,DawnTech Services Holdings,SERVICE_PROVIDER,United States,REG-EJ629IUH25,HIGH,2017-12-17,INACTIVE
VND-00677,CoreVault Systems Inc,CONTRACTOR,Germany,REG-AA252TCV05,LOW,2018-04-05,ACTIVE
VND-00678,Epsilon_Group Inc,SUPPLIER,United States,REG-LB423WNN12,LOW,2015-07-07,ACTIVE
VND-00679,WaveCore Manufacturing International,CONTRACTOR,United States,REG-MO499ORB93,LOW,2021-12-21,ACTIVE
VND-00680,HarborLight Services International,SERVICE_PROVIDER,India,REG-ME517TPX28,LOW,2019-06-28,ACTIVE
VND-00681,EcoVenture Supplies Inc,MANUFACTURER,United Kingdom,REG-KM267OCA72,MEDIUM,2019-09-24,ACTIVE
VND-00682,DeltaPath Logistics Inc,SUPPLIER,Singapore,REG-WN046ELC33,LOW,2016-10-14,ACTIVE
VND-00683,KryptonPath Ltd LLC,CONSULTANT,South Africa,REG-BZ975XCM73,HIGH,2019-11-30,ACTIVE
VND-00684,BridgeTech Consulting Inc,LOGISTICS,United States,REG-MI656HPT99,LOW,2022-09-04,ACTIVE
VND-00685,Acuity Systems International,SUPPLIER,India,REG-CP081HIZ77,LOW,2015-07-08,ACTIVE
VND-00686,SkyBridge Logistics Ltd,MANUFACTURER,China,REG-MS086CZT80,LOW,2023-08-10,ACTIVE
VND-00687,RapidCore Consulting Inc,DISTRIBUTOR,Netherlands,REG-ND472SHJ64,MEDIUM,2018-10-17,ACTIVE
VND-00688,BlueStar Procurement LLC,CONSULTANT,France,REG-LX771LSI81,LOW,2023-02-24,ACTIVE
VND-00689,YieldPoint Partners Group,LOGISTICS,China,REG-BL266DLT57,LOW,2024-05-29,ACTIVE
VND-00690,Apex Solutions LLC,DISTRIBUTOR,France,REG-SP371TYK45,MEDIUM,2016-10-04,ACTIVE
VND-00691,EdgeWave Technologies Inc,CONTRACTOR,India,REG-FH111TYU75,MEDIUM,2020-07-06,ACTIVE
VND-00692,GreenBridge Consulting Group,MANUFACTURER,Canada,REG-YC892XKV68,LOW,2021-03-04,ACTIVE
VND-00693,DawnTech Services International,DISTRIBUTOR,Australia,REG-XT922DAT22,LOW,2023-12-26,ACTIVE
VND-00694,UltraVista Technologies,MANUFACTURER,Ireland,REG-IM474ANW21,LOW,2020-07-30,ACTIVE
VND-00695,CoreVault Systems Ltd,SUPPLIER,United States,REG-IZ407AMF77,LOW,2021-02-27,ACTIVE
VND-00696,OpenBridge Systems Holdings,DISTRIBUTOR,United Kingdom,REG-AC339FMM77,MEDIUM,2020-09-13,BLACKLISTED
VND-00697,VertiLink Distributors Holdings,SUPPLIER,United Kingdom,REG-OJ038NDL49,LOW,2024-04-03,ACTIVE
VND-00698,YellowBridge Partners Ltd,SERVICE_PROVIDER,Canada,REG-CQ205KMT02,MEDIUM,2021-09-23,ACTIVE
VND-00699,XpressCore Dynamics LLC,SUPPLIER,Germany,REG-LK510RSN16,MEDIUM,2017-06-27,ACTIVE
VND-00700,Delta_Logistics Holdings,DISTRIBUTOR,Canada,REG-VL998XCF27,LOW,2021-02-21,ACTIVE
VND-00701,KineticBlue Ltd International,LOGISTICS,Singapore,REG-WB455JES61,MEDIUM,2016-07-29,ACTIVE
VND-00702,MeridianTech,CONSULTANT,Australia,REG-HA721HNS45,LOW,2019-05-29,ACTIVE
VND-00703,VertiLink Distributors,SERVICE_PROVIDER,United States,REG-UO390HFE19,MEDIUM,2023-06-29,ACTIVE
VND-00704,LucentBridge Technologies,SERVICE_PROVIDER,Australia,REG-QH946KNW95,HIGH,2023-08-29,BLACKLISTED
VND-00705,InnoCore Dynamics International,DISTRIBUTOR,United States,REG-UO299FFZ78,LOW,2015-01-18,INACTIVE
VND-00706,LucentBridge Technologies International,LOGISTICS,United Kingdom,REG-AH293BDO43,LOW,2020-09-13,ACTIVE
VND-00707,Gamma_Co Group,SERVICE_PROVIDER,Brazil,REG-CV139WJZ66,LOW,2016-02-29,ACTIVE
VND-00708,YieldPoint Partners International,MANUFACTURER,India,REG-YE303TTG44,LOW,2021-10-30,ACTIVE
VND-00709,SilverPath Holdings International,CONSULTANT,United States,REG-VZ850UKN15,LOW,2024-01-10,INACTIVE
VND-00710,WavePath Inc Ltd,LOGISTICS,China,REG-RE023EZC55,LOW,2018-05-09,ACTIVE
VND-00711,JadeCore Solutions LLC,CONSULTANT,United Kingdom,REG-VD272YAV78,MEDIUM,2017-06-09,ACTIVE
VND-00712,WaveCore Manufacturing LLC,MANUFACTURER,Ireland,REG-JI084BNK95,LOW,2016-06-27,ACTIVE
VND-00713,IronPoint Manufacturing LLC,CONTRACTOR,United States,REG-BV551YOI24,HIGH,2022-02-21,ACTIVE
VND-00714,LucentBridge Technologies Ltd,MANUFACTURER,Singapore,REG-MH299YWT62,MEDIUM,2022-06-25,ACTIVE
VND-00715,IronPoint Manufacturing Holdings,LOGISTICS,United States,REG-FP504XCT61,LOW,2019-09-27,ACTIVE
VND-00716,JetStream Analytics,SUPPLIER,United Kingdom,REG-XY384CXM21,LOW,2022-07-08,ACTIVE
VND-00717,SilverPath Holdings LLC,CONSULTANT,United States,REG-GJ178MVE07,LOW,2017-10-23,ACTIVE
VND-00718,XpressCore Dynamics Ltd,CONTRACTOR,Australia,REG-HR845INU21,LOW,2015-05-13,ACTIVE
VND-00719,WavePath Inc Ltd,MANUFACTURER,Ireland,REG-AT076CRM81,LOW,2017-07-07,ACTIVE
VND-00720,Alpha_Inc Inc,MANUFACTURER,India,REG-HX157QVT01,LOW,2023-12-16,ACTIVE
VND-00721,YieldPoint Partners International,LOGISTICS,Germany,REG-MM094SRI35,LOW,2019-09-03,ACTIVE
VND-00722,WavePath Inc Holdings,DISTRIBUTOR,Australia,REG-KR571HAN42,HIGH,2017-04-11,ACTIVE
VND-00723,UnityCore Technologies LLC,CONTRACTOR,Brazil,REG-WJ881URJ38,MEDIUM,2022-04-06,INACTIVE
VND-00724,YellowBridge Partners LLC,CONTRACTOR,Australia,REG-TN493VIC21,LOW,2017-03-03,ACTIVE
VND-00725,LatticeCore Partners Group,DISTRIBUTOR,United States,REG-GY020DFB70,LOW,2023-03-30,ACTIVE
VND-00726,JadeCore Solutions Holdings,CONSULTANT,Brazil,REG-NW629TVM97,LOW,2016-06-16,ACTIVE
VND-00727,DawnTech Services LLC,SUPPLIER,United States,REG-FZ817SDG92,MEDIUM,2016-09-26,ACTIVE
VND-00728,YellowBridge Partners LLC,LOGISTICS,India,REG-OJ747NQX73,HIGH,2021-11-26,ACTIVE
VND-00729,WaveCore Manufacturing,MANUFACTURER,Germany,REG-FB625EEH57,LOW,2023-10-17,ACTIVE
VND-00730,HorizonEdge Inc,DISTRIBUTOR,United Kingdom,REG-XW577MKI24,LOW,2023-10-26,INACTIVE
VND-00731,FlowBridge Inc Holdings,CONSULTANT,Germany,REG-JP816EYT15,LOW,2017-06-25,ACTIVE
VND-00732,XpressCore Dynamics Ltd,SERVICE_PROVIDER,China,REG-PN876PJK96,LOW,2020-12-12,ACTIVE
VND-00733,Apex Solutions,CONTRACTOR,Australia,REG-SL761BYB53,MEDIUM,2022-07-02,BLACKLISTED
VND-00734,NexPoint Analytics Group,MANUFACTURER,Germany,REG-QQ958EVT32,LOW,2015-06-13,ACTIVE
VND-00735,HarborLight Services International,DISTRIBUTOR,India,REG-DU971JGC99,LOW,2017-11-16,ACTIVE
VND-00736,YellowBridge Partners Holdings,LOGISTICS,Netherlands,REG-GR246MXY19,LOW,2020-10-07,ACTIVE
VND-00737,PeakVault Services Group,DISTRIBUTOR,United States,REG-IL570WOZ13,LOW,2018-08-05,ACTIVE
VND-00738,YellowBridge Partners Ltd,SUPPLIER,Japan,REG-SY022NKC78,HIGH,2020-12-24,ACTIVE
VND-00739,YellowBridge Partners Group,SERVICE_PROVIDER,United States,REG-YR335TBT49,LOW,2022-09-08,ACTIVE
VND-00740,WavePath Inc,MANUFACTURER,United States,REG-GZ519ISD09,LOW,2019-11-18,ACTIVE
VND-00741,DawnTech Services LLC,SUPPLIER,United States,REG-WH580SBP08,MEDIUM,2018-09-20,ACTIVE
VND-00742,QuantumEdge Solutions Ltd,DISTRIBUTOR,United Kingdom,REG-ZY696BIN56,LOW,2015-10-16,ACTIVE
VND-00743,ClearPath Logistics LLC,SERVICE_PROVIDER,Germany,REG-YX272AJS38,HIGH,2019-07-15,ACTIVE
VND-00744,IronPoint Manufacturing,MANUFACTURER,Japan,REG-JU220FQB10,LOW,2022-03-12,ACTIVE
VND-00745,CoreVault Systems LLC,CONTRACTOR,Netherlands,REG-YS212MBN67,LOW,2015-10-25,ACTIVE
VND-00746,TrueNorth Services Ltd,CONTRACTOR,Australia,REG-CY278WOL68,LOW,2015-12-21,ACTIVE
VND-00747,BridgeTech Consulting International,DISTRIBUTOR,United Kingdom,REG-UP690TGR97,LOW,2016-10-02,ACTIVE
VND-00748,Delta_Logistics Inc,CONTRACTOR,Japan,REG-CK689ETX50,LOW,2021-02-13,ACTIVE
VND-00749,Alpha_Inc Inc,MANUFACTURER,Canada,REG-UU197HWX12,LOW,2023-03-07,ACTIVE
VND-00750,JadeCore Solutions Group,SUPPLIER,United States,REG-NF478PEO18,HIGH,2016-05-19,ACTIVE
VND-00751,JadeCore Solutions,CONSULTANT,Germany,REG-DV189IXA49,LOW,2018-06-02,ACTIVE
VND-00752,Epsilon_Group Ltd,CONSULTANT,United Kingdom,REG-UV778AWZ79,LOW,2016-08-06,ACTIVE
VND-00753,MeridianTech,MANUFACTURER,China,REG-VT442UYK09,LOW,2017-01-12,ACTIVE
VND-00754,JadeCore Solutions International,DISTRIBUTOR,United States,REG-KD407QSZ92,MEDIUM,2022-03-25,ACTIVE
VND-00755,GlobalNex Corp Group,DISTRIBUTOR,France,REG-IG904EYR71,LOW,2023-02-20,ACTIVE
VND-00756,RapidCore Consulting LLC,SUPPLIER,India,REG-QA429VHM44,HIGH,2017-08-18,ACTIVE
VND-00757,UltraVista Technologies International,CONTRACTOR,South Africa,REG-ZL292QYS75,LOW,2020-01-20,ACTIVE
VND-00758,JetStream Analytics Ltd,CONTRACTOR,Germany,REG-VF372JMJ80,LOW,2021-05-10,ACTIVE
VND-00759,UltraVista Technologies Group,CONSULTANT,Ireland,REG-UO766KNK37,HIGH,2023-10-24,ACTIVE
VND-00760,InnoCore Dynamics LLC,CONTRACTOR,France,REG-KD504ZET10,LOW,2023-03-22,ACTIVE
VND-00761,TrueNorth Services International,SUPPLIER,United Kingdom,REG-EQ783JHB66,LOW,2021-03-09,ACTIVE
VND-00762,RedPoint Consulting Inc,CONSULTANT,UAE,REG-HR047CGI65,LOW,2024-04-08,ACTIVE
VND-00763,OpenBridge Systems,SUPPLIER,United States,REG-RR569ZGQ45,LOW,2023-02-27,ACTIVE
VND-00764,Gamma_Co Ltd,SERVICE_PROVIDER,Brazil,REG-XM967HVR39,MEDIUM,2021-06-29,ACTIVE
VND-00765,QuantumEdge Solutions Ltd,SERVICE_PROVIDER,Ireland,REG-EA258AGH00,LOW,2021-01-19,ACTIVE
VND-00766,OmegaLink Systems Inc,MANUFACTURER,India,REG-QM175CBN34,MEDIUM,2021-08-12,ACTIVE
VND-00767,FlowBridge Inc International,DISTRIBUTOR,United States,REG-OH109THF39,LOW,2019-01-30,ACTIVE
VND-00768,Delta_Logistics Ltd,CONSULTANT,Netherlands,REG-HS926LQS92,LOW,2022-09-03,ACTIVE
VND-00769,KryptonPath Ltd,LOGISTICS,United States,REG-SQ717XXU46,LOW,2022-05-24,ACTIVE
VND-00770,WaveCore Manufacturing,LOGISTICS,France,REG-YY421VDQ40,MEDIUM,2017-06-15,ACTIVE
VND-00771,OmegaLink Systems,CONSULTANT,Netherlands,REG-MN427ZLP17,LOW,2022-07-01,ACTIVE
VND-00772,EcoVenture Supplies International,SUPPLIER,Ireland,REG-NN712PGC86,HIGH,2015-07-10,ACTIVE
VND-00773,HorizonEdge Inc LLC,CONTRACTOR,India,REG-KU410QXC11,LOW,2024-04-21,ACTIVE
VND-00774,YieldPoint Partners LLC,CONTRACTOR,Brazil,REG-QY072RJS00,LOW,2019-03-31,ACTIVE
VND-00775,HorizonEdge Inc Holdings,CONSULTANT,Netherlands,REG-TX569FEB08,LOW,2019-03-22,ACTIVE
VND-00776,WaveCore Manufacturing International,SERVICE_PROVIDER,South Africa,REG-YS618XEH30,LOW,2023-11-21,ACTIVE
VND-00777,ClearPath Logistics Group,SUPPLIER,Netherlands,REG-ZD985OPF54,LOW,2017-07-31,ACTIVE
VND-00778,LatticeCore Partners Group,DISTRIBUTOR,United States,REG-WX585SPM17,LOW,2019-01-23,ACTIVE
VND-00779,VertiLink Distributors LLC,SERVICE_PROVIDER,France,REG-TS280YGO63,LOW,2016-04-09,ACTIVE
VND-00780,PeakVault Services Inc,SUPPLIER,India,REG-IC571MBU73,LOW,2019-08-11,ACTIVE
VND-00781,KineticBlue Ltd Group,DISTRIBUTOR,United States,REG-YI937PTF61,LOW,2022-01-22,ACTIVE
VND-00782,KineticBlue Ltd Holdings,DISTRIBUTOR,Singapore,REG-DV870YUC05,MEDIUM,2017-01-07,ACTIVE
VND-00783,BridgeTech Consulting LLC,MANUFACTURER,India,REG-RI613JVL87,LOW,2023-03-01,ACTIVE
VND-00784,MomentumCore Corp International,CONSULTANT,United Kingdom,REG-PB310ENC27,HIGH,2020-05-26,ACTIVE
VND-00785,Alpha_Inc Ltd,LOGISTICS,United Kingdom,REG-TY320GDN20,MEDIUM,2024-03-14,ACTIVE
VND-00786,KineticBlue Ltd LLC,CONTRACTOR,Australia,REG-FM291ZNO11,LOW,2022-09-09,ACTIVE
VND-00787,YieldPoint Partners International,SUPPLIER,United States,REG-UH136RKI56,LOW,2016-06-25,ACTIVE
VND-00788,GreenBridge Consulting LLC,LOGISTICS,United States,REG-LV253EHR09,LOW,2019-09-16,ACTIVE
VND-00789,NexPoint Analytics Ltd,LOGISTICS,UAE,REG-KC262PLC58,LOW,2015-06-09,ACTIVE
VND-00790,EcoVenture Supplies LLC,DISTRIBUTOR,UAE,REG-BF219FAA62,LOW,2016-06-17,ACTIVE
VND-00791,YellowBridge Partners LLC,SERVICE_PROVIDER,Netherlands,REG-SZ219YXE46,MEDIUM,2022-04-13,INACTIVE
VND-00792,TitanPath Holdings Ltd,CONSULTANT,France,REG-CA232PLN48,LOW,2019-10-24,ACTIVE
VND-00793,LucentBridge Technologies Inc,LOGISTICS,China,REG-FO092YTW79,MEDIUM,2023-04-25,ACTIVE
VND-00794,EcoVenture Supplies Inc,LOGISTICS,United States,REG-HH608GNX33,LOW,2017-08-10,ACTIVE
VND-00795,Acuity Systems Holdings,SUPPLIER,United States,REG-RD883MHY73,LOW,2017-02-13,ACTIVE
VND-00796,Apex Solutions International,CONSULTANT,Germany,REG-QC277DPX22,LOW,2022-05-05,ACTIVE
VND-00797,BlueStar Procurement LLC,CONTRACTOR,India,REG-NZ436WDC45,LOW,2021-07-25,ACTIVE
VND-00798,XcelPath Networks Ltd,MANUFACTURER,Canada,REG-YB108FGH22,MEDIUM,2018-02-02,ACTIVE
VND-00799,Alpha_Inc Ltd,CONSULTANT,Canada,REG-UA137MVR99,MEDIUM,2020-05-30,ACTIVE
VND-00800,TrueNorth Services Ltd,LOGISTICS,Canada,REG-GP531VAM53,LOW,2018-11-11,ACTIVE
VND-00801,RapidCore Consulting,CONSULTANT,Australia,REG-FD631BJN79,MEDIUM,2023-05-22,ACTIVE
VND-00802,GlobalNex Corp Group,SERVICE_PROVIDER,Germany,REG-ID972UMO65,MEDIUM,2020-09-13,INACTIVE
VND-00803,SkyBridge Logistics LLC,CONSULTANT,Canada,REG-CS543KDR52,MEDIUM,2015-08-02,ACTIVE
VND-00804,FlowBridge Inc,SERVICE_PROVIDER,Brazil,REG-KW217VOS76,HIGH,2016-08-18,ACTIVE
VND-00805,OmegaLink Systems Holdings,DISTRIBUTOR,United States,REG-JO929FAH29,LOW,2015-11-24,ACTIVE
VND-00806,ZenithBridge Corp Ltd,DISTRIBUTOR,India,REG-RA739UBV77,MEDIUM,2022-05-11,INACTIVE
VND-00807,YellowBridge Partners Inc,MANUFACTURER,France,REG-OL335JKA69,MEDIUM,2016-12-18,ACTIVE
VND-00808,RapidCore Consulting Inc,CONTRACTOR,United Kingdom,REG-CB600HZE78,LOW,2020-10-23,ACTIVE
VND-00809,HorizonEdge Inc LLC,DISTRIBUTOR,United Kingdom,REG-JW177ASU31,LOW,2017-08-06,ACTIVE
VND-00810,PeakVault Services,SUPPLIER,India,REG-PP632FBE54,LOW,2016-10-06,ACTIVE
VND-00811,ZenithBridge Corp International,CONSULTANT,Netherlands,REG-BD427DXI99,MEDIUM,2021-07-28,ACTIVE
VND-00812,FlowBridge Inc Ltd,MANUFACTURER,China,REG-OE625YSV70,LOW,2018-03-11,ACTIVE
